id,ticket_number,customer_id,product_id,assigned_employee_id,subject,priority,status,opened_at,resolved_at
00fe67a1-8d80-58ea-baa0-759eb9bfb0bb,TKT-000013,ea6e9bfa-4eb3-55fb-aff4-4401646d50ef,a042ed60-9218-5159-876b-6c4dd0e5f934,e0f2505c-fc5b-5345-8ebb-7cf3fa778973,Integration connection issue,low,resolved,2026-02-21T00:57:50+00:00,2026-02-24T06:57:50+00:00
38069a9d-ee2a-534d-8f34-2597c17eb0a6,TKT-000014,0f325fb4-920f-51aa-92ca-6894b2ef8c37,d96da70b-0cb5-58c8-928a-aafb2d90b154,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Configuration assistance for Adaptive Platform 61,medium,resolved,2026-01-04T08:22:36+00:00,2026-01-06T19:22:36+00:00
23cc8bd2-deb9-5258-b115-f75079776785,TKT-000015,79c0aefc-5401-5768-acf7-3d92461e78f8,508dfc85-5bf2-5709-b1e3-06ff86d5acb8,b0461422-02e1-52db-97c3-fe1789b240cf,Configuration assistance for Secure Workbench 98,medium,open,2025-08-11T01:47:33+00:00,
fa727419-4448-59f8-a563-d6cf6a99028b,TKT-000016,a7b7d28d-8038-5a31-9253-199e0498df20,deaf9542-d65c-5f41-b22e-b1d033baea7a,752d1174-aa5f-523e-a43f-23449274de00,Integration connection issue,low,open,2026-06-29T13:49:09+00:00,
2a2313ea-62bd-5e71-b669-d2373e7f875a,TKT-000017,23d58a1d-7f26-55e7-a59d-b1b41e692582,88f79184-2cf9-5f72-8e4a-cedfa68d9d06,752d1174-aa5f-523e-a43f-23449274de00,Configuration assistance for Secure Engine 18,medium,closed,2025-09-24T10:20:33+00:00,2025-09-27T09:20:33+00:00
34029ff9-b79e-5487-8a7a-1b6d5dcb8aaf,TKT-000018,b636ccbb-5496-5fc0-a0e8-01a14ef0aea5,b6464168-fc86-5543-9805-0861ea9c66cc,38b70633-8c56-58a2-b08e-83e8c5c45b63,Configuration assistance for Enterprise Engine 13,low,resolved,2025-10-23T17:42:38+00:00,2025-10-26T08:42:38+00:00
05d55d81-312e-59ae-97d1-2f4332d33b09,TKT-000019,2a8cbd56-0a98-594a-a572-aa5c527c3a0c,e691a6a3-7dd7-5d95-b97e-997e3af77227,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Data synchronization delay,low,closed,2025-11-26T11:26:14+00:00,2025-11-26T21:26:14+00:00
5f421b52-ff39-5d85-a891-dac224576770,TKT-000020,8ba710c9-4197-5127-bdce-f6ff242cda4d,1760c2e4-563f-5bac-abcd-baf5317434c8,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Configuration assistance for Precision Console 06,critical,pending,2026-06-16T08:31:00+00:00,
ffe2d3f5-d665-5363-859f-32b11442a23a,TKT-000021,9a47fbec-2eb1-5aa9-978a-b7ecfe7e3013,cb09f248-037d-5a0d-9970-99cb102c05d8,864956dc-d3a3-5b04-8bc5-799893f07e26,Integration connection issue,low,closed,2026-04-24T21:52:29+00:00,2026-04-27T07:52:29+00:00
7de21a72-9a15-5de6-80e7-05c8952c7394,TKT-000022,638b00ed-91cb-531d-b799-3b67878ac7b3,829935ce-9ec7-5afb-a542-873877c9ce31,7242516c-cc48-56f1-9436-4afbcf0086dc,Configuration assistance for Cloud Console 02,low,open,2026-06-14T10:33:31+00:00,
35a1686e-fa10-568c-94b1-fc49f2ac9002,TKT-000023,900e7d64-6e77-517b-85bd-a7a01e69fa56,db43f9b2-c956-5785-8950-8287c47db3ae,864956dc-d3a3-5b04-8bc5-799893f07e26,Dashboard metric discrepancy,high,resolved,2026-05-06T17:10:59+00:00,2026-05-11T13:10:59+00:00
f76d0268-f533-5ea0-9c8e-ffd4891cf396,TKT-000024,b33caefb-e0d0-53cf-bfee-efb8c0f6f5a8,12003734-bab7-5410-8c89-f9a8c4967dea,fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,Dashboard metric discrepancy,medium,resolved,2025-08-07T22:15:44+00:00,2025-08-12T10:15:44+00:00
3799c107-a010-52cf-b1b4-9171340d87df,TKT-000025,6a2b116f-c0c8-5545-af9e-5b992c477ef4,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,7242516c-cc48-56f1-9436-4afbcf0086dc,Integration connection issue,medium,open,2026-03-13T15:50:12+00:00,
eaba147a-eb25-52b7-8f91-5771d6186fd1,TKT-000026,efc6d6e2-3820-5513-8123-558be8fd8390,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,752d1174-aa5f-523e-a43f-23449274de00,Configuration assistance for Adaptive Fabric 21,medium,resolved,2025-09-18T06:47:28+00:00,2025-09-18T07:47:28+00:00
b92d1909-2ce2-560d-ac9b-28b397f7a5ee,TKT-000027,0ed325ad-dc2c-56e0-bd0f-314849308cd2,b5386670-1687-5260-ad33-97e5d697c425,752d1174-aa5f-523e-a43f-23449274de00,Data synchronization delay,medium,resolved,2026-05-14T21:58:16+00:00,2026-05-17T13:58:16+00:00
84077e7e-e23a-5e98-b262-34a4cc912d82,TKT-000028,ea454c85-b607-5c71-a84f-ec84919fb709,1fa2b768-1b9d-5b9c-befa-fac1ccb97563,864956dc-d3a3-5b04-8bc5-799893f07e26,Integration connection issue,critical,closed,2026-08-03T14:22:03+00:00,2026-08-07T05:22:03+00:00
f794b130-13af-5987-8123-c2753079fa07,TKT-000029,a0f41799-d018-5980-95cb-9d8f5c11ead0,aa67b9d9-b4e2-53f3-9447-ca933b53344f,864956dc-d3a3-5b04-8bc5-799893f07e26,Data synchronization delay,medium,resolved,2026-03-23T05:22:06+00:00,2026-03-28T00:22:06+00:00
51b0a7cb-b37b-50fd-b032-f9c3ee429f80,TKT-000030,acd40d76-d845-5d77-9fb8-32b0713d5e75,8ac2c18a-5896-572a-9f44-f5d60109258d,752d1174-aa5f-523e-a43f-23449274de00,Access policy clarification,medium,resolved,2026-04-02T03:34:22+00:00,2026-04-02T11:34:22+00:00
6e38aa4f-90c8-5b0a-a4d1-f35aa43abb76,TKT-000031,0c6b4432-a2aa-5a08-aa98-037878e0a135,af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,7242516c-cc48-56f1-9436-4afbcf0086dc,Dashboard metric discrepancy,medium,resolved,2026-05-31T23:04:45+00:00,2026-06-02T14:04:45+00:00
bf39ebc5-e2b7-5f44-8022-93ce684d34c5,TKT-000032,26ed9af7-a2ed-54ae-960b-d5f7ceb3f29f,eff08d1d-eb3b-559a-8ca9-60c7b365af52,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Dashboard metric discrepancy,critical,pending,2026-04-02T16:25:10+00:00,
5ebfa402-8f10-52d4-90cb-7c73bbc7e8f1,TKT-000033,5cad41fc-a2d2-509b-93eb-b3342281c57c,9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,38b70633-8c56-58a2-b08e-83e8c5c45b63,Dashboard metric discrepancy,medium,pending,2025-08-16T06:24:10+00:00,
58c228d6-5b9a-5153-80ba-325fa8467539,TKT-000034,320fdc16-d569-5a9b-9ab3-f605ebdf7411,0137b3c3-db39-5e56-abf7-8ae43bc349ad,7242516c-cc48-56f1-9436-4afbcf0086dc,Access policy clarification,medium,resolved,2026-06-13T14:03:44+00:00,2026-06-16T01:03:44+00:00
4c1ef9d9-6b50-57e4-a78b-1749eb0925d4,TKT-000035,053e133a-49c6-544b-a07e-cc8c363869bc,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,7242516c-cc48-56f1-9436-4afbcf0086dc,Dashboard metric discrepancy,medium,resolved,2025-08-26T10:24:56+00:00,2025-08-30T18:24:56+00:00
2d615653-2042-58b2-af15-246d23fcf530,TKT-000036,7a7a6781-a43d-5a44-b8c3-ed9a9393e01d,851c23cd-3716-5170-b9ac-0c25ddc7c95c,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Configuration assistance for Cloud Suite 72,low,resolved,2026-01-21T16:53:11+00:00,2026-01-23T12:53:11+00:00
66fc6501-fe0c-5062-bda6-56e65f1369d9,TKT-000037,38dedefe-ab38-5ff1-b6cc-24a5f4e95f8c,9f7bfd37-85ae-5a17-9b9f-5dafe3ec68ee,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Configuration assistance for Precision Gateway 36,medium,resolved,2026-07-27T11:26:29+00:00,2026-08-01T03:26:29+00:00
a709daa1-e728-518e-9d2f-8d1a9decbe3a,TKT-000038,387db0fb-71df-5889-b6b4-cc6802693cba,eff08d1d-eb3b-559a-8ca9-60c7b365af52,b0461422-02e1-52db-97c3-fe1789b240cf,Access policy clarification,critical,resolved,2026-07-02T04:21:59+00:00,2026-07-02T16:21:59+00:00
db1af0c9-4b12-5d21-be6c-b17dd047f9c5,TKT-000039,38dedefe-ab38-5ff1-b6cc-24a5f4e95f8c,1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,752d1174-aa5f-523e-a43f-23449274de00,Integration connection issue,low,resolved,2026-02-16T09:22:30+00:00,2026-02-19T07:22:30+00:00
84a50b3c-9942-56e1-bc8c-4c5bc9fd1b6b,TKT-000040,d30c325b-2b58-5f3b-a941-2b9af3f064ce,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,b0461422-02e1-52db-97c3-fe1789b240cf,Configuration assistance for Precision Monitor 56,medium,resolved,2026-06-19T10:27:23+00:00,2026-06-20T19:27:23+00:00
6c869312-e26f-54b9-aacb-5390367ee768,TKT-000041,0d34bfa4-fcc6-59f8-9652-5e0affb1d4f4,f350d57a-8885-50f1-b76a-29f7a8057a35,752d1174-aa5f-523e-a43f-23449274de00,Data synchronization delay,medium,resolved,2025-10-05T20:33:56+00:00,2025-10-10T11:33:56+00:00
357426b7-5081-51e8-84df-d534b0986ecc,TKT-000042,05a5c6bc-3c27-569a-8cfa-c848e070f23e,f218ba8f-81cf-5efd-ad55-5f4ef76110c2,864956dc-d3a3-5b04-8bc5-799893f07e26,Integration connection issue,medium,resolved,2026-01-10T18:03:36+00:00,2026-01-15T11:03:36+00:00
f2a7cb51-5849-5773-9c05-646bdfd2e3b0,TKT-000043,d8b549d8-419b-52a0-ba9a-d7edfb7e0747,7169fcc7-7527-510c-b88d-bdcd257ce105,752d1174-aa5f-523e-a43f-23449274de00,Integration connection issue,medium,resolved,2025-09-26T10:14:15+00:00,2025-09-29T08:14:15+00:00
38a2984c-e0dc-587b-905f-c1af16fe8de1,TKT-000044,1a1d90d7-5a47-5c68-b402-61d616464e17,5d462a8e-32e0-59ad-ae5c-9d66eda72663,b136f79e-100e-5a3c-b2f3-f0db6d3a6997,Access policy clarification,high,open,2026-04-11T04:20:06+00:00,
f981782d-19c5-54ac-9d1f-4b9320394a9d,TKT-000045,00ec496a-96dc-5e8f-a2f4-e34e1e87ab2c,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,e0f2505c-fc5b-5345-8ebb-7cf3fa778973,Integration connection issue,low,closed,2026-04-03T22:04:50+00:00,2026-04-04T17:04:50+00:00
b54cb085-d1f7-5ed6-87de-444a26a777ff,TKT-000046,81243744-dd13-5a29-aa58-34fe371a7b6a,13e04507-297b-56af-85d7-75b609d982a1,38b70633-8c56-58a2-b08e-83e8c5c45b63,Integration connection issue,low,resolved,2026-06-09T04:39:59+00:00,2026-06-11T15:39:59+00:00
4c4f7d00-117a-51cf-99fc-558943d8858d,TKT-000047,2630094e-3017-5eb7-a597-40f99100a14c,91bd15e4-105e-5926-abe6-7ceaf8c07375,864956dc-d3a3-5b04-8bc5-799893f07e26,Integration connection issue,low,open,2025-08-16T20:12:24+00:00,
6f26656c-bae1-52ca-9022-744dad6cebe4,TKT-000048,e8a1b9ba-35c1-529a-943b-1259db57e727,952e981c-e5c2-53da-984a-78dc5e3b1ad4,e0f2505c-fc5b-5345-8ebb-7cf3fa778973,Dashboard metric discrepancy,low,resolved,2025-08-15T07:29:45+00:00,2025-08-18T23:29:45+00:00
79f25400-4231-5bfd-a451-7ae47f805b27,TKT-000049,7130589f-8f9f-5b9b-bdd0-ddfc15e09956,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,b136f79e-100e-5a3c-b2f3-f0db6d3a6997,Data synchronization delay,low,closed,2026-05-29T01:10:53+00:00,2026-06-02T23:10:53+00:00
6f6feb17-56f4-5ea2-93cc-fbb57a4e003c,TKT-000050,dc28ddad-a1b2-5fb6-8f6b-159e35a70ab1,fd5d29e1-571f-589d-be31-aa00127c02aa,864956dc-d3a3-5b04-8bc5-799893f07e26,Data synchronization delay,medium,resolved,2026-05-15T08:44:44+00:00,2026-05-20T08:44:44+00:00
c2fbe252-6961-5a38-80e0-27157a8c2ca6,TKT-000051,f86387ed-fd14-52ca-a24d-736799edf380,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,864956dc-d3a3-5b04-8bc5-799893f07e26,Access policy clarification,low,resolved,2025-09-18T01:32:10+00:00,2025-09-21T00:32:10+00:00
bb33b03c-2994-51f7-9d86-f55492f8fdfb,TKT-000052,e8a1b9ba-35c1-529a-943b-1259db57e727,0f2c8ffe-5a45-5cfc-afbf-417553294a54,fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,Configuration assistance for Cloud Gateway 32,low,closed,2026-04-21T19:10:13+00:00,2026-04-22T16:10:13+00:00
45e76e2c-7690-5072-8c4e-34d90cc6b7dd,TKT-000053,d17126ee-524e-53b1-a028-ff5ab774ccea,12003734-bab7-5410-8c89-f9a8c4967dea,38b70633-8c56-58a2-b08e-83e8c5c45b63,Data synchronization delay,high,pending,2026-02-21T12:03:09+00:00,
01d025cd-3d12-55c4-9352-ddae14e4a897,TKT-000054,79c0aefc-5401-5768-acf7-3d92461e78f8,13e04507-297b-56af-85d7-75b609d982a1,b0461422-02e1-52db-97c3-fe1789b240cf,Integration connection issue,high,closed,2026-08-03T15:06:23+00:00,2026-08-08T11:06:23+00:00
582103d8-eae7-5d3c-a336-4c15d98a064a,TKT-000055,639085c3-c8cf-5ada-a8ad-a24b7dd0c941,2f2113cc-589a-55b5-846a-78fddce3a3c9,b0461422-02e1-52db-97c3-fe1789b240cf,Integration connection issue,high,resolved,2025-12-26T14:17:50+00:00,2025-12-30T03:17:50+00:00
aff627a1-9ad7-52f3-9a63-a0400bd5607b,TKT-000056,0f77fa23-6a98-5f4c-a249-8a889a41687d,d3739878-986b-5b5f-a096-4452493d6cbb,576d59ca-e029-534d-a2fc-2c388b2c3837,Access policy clarification,medium,resolved,2026-03-04T17:35:58+00:00,2026-03-08T08:35:58+00:00
e9da716c-04b6-5499-b9d8-1f2540929802,TKT-000057,a0f41799-d018-5980-95cb-9d8f5c11ead0,673811d5-2f11-5108-8b80-c9dd0dc2adda,576d59ca-e029-534d-a2fc-2c388b2c3837,Dashboard metric discrepancy,low,closed,2026-07-06T00:47:35+00:00,2026-07-10T18:47:35+00:00
dbd15c7d-5b5b-5f29-ac61-1c7974d2a596,TKT-000058,211e9348-4f39-5391-99e3-c207abb6aa3d,13e04507-297b-56af-85d7-75b609d982a1,38b70633-8c56-58a2-b08e-83e8c5c45b63,Configuration assistance for Quantum Hub 47,medium,closed,2025-11-05T09:29:50+00:00,2025-11-06T17:29:50+00:00
33d7a4bd-26ee-5aa9-b7b7-04b9a2a43322,TKT-000059,98040fa4-e3e2-5e47-ba22-98dddec004f3,d520aef1-b021-5cf0-a1d3-9e7e6d31aab7,864956dc-d3a3-5b04-8bc5-799893f07e26,Configuration assistance for Cloud Fabric 22,high,pending,2026-05-23T20:17:43+00:00,
caa461fb-093e-52c2-9411-6107cfb0b2f3,TKT-000060,2df9d00a-36d1-5377-aec2-5548b2971241,d4214473-2bf7-5b77-bb1f-734e590c4014,576d59ca-e029-534d-a2fc-2c388b2c3837,Data synchronization delay,high,open,2026-02-10T21:09:43+00:00,
c2b4e16c-3340-57bd-9557-27d28414d0b2,TKT-000061,8a7e172c-2406-570d-bb2c-f395c8b100cb,db43f9b2-c956-5785-8950-8287c47db3ae,b0461422-02e1-52db-97c3-fe1789b240cf,Access policy clarification,medium,open,2026-04-11T11:07:05+00:00,
13c275d8-9932-590f-84ae-9d0c75244981,TKT-000062,a7b7d28d-8038-5a31-9253-199e0498df20,2e263bcd-bacc-5f51-b35b-70d1674f4dc5,e0f2505c-fc5b-5345-8ebb-7cf3fa778973,Integration connection issue,high,closed,2025-10-16T15:52:43+00:00,2025-10-17T08:52:43+00:00
164459ed-343c-5c62-be90-8ce8b24c5be6,TKT-000063,28b3fd98-5708-52b6-9827-2438ba2f7d9d,cdea42fb-ee49-5a22-a213-56a8f9fcb148,fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,Data synchronization delay,high,closed,2025-12-11T00:27:44+00:00,2025-12-11T20:27:44+00:00
c1474878-79dc-5933-b3cc-5a2fb041038c,TKT-000064,7a334245-32b6-5b38-8681-ab7e7d2017f6,617fd070-2fb8-5ff6-8eaa-308844dc97ac,38b70633-8c56-58a2-b08e-83e8c5c45b63,Integration connection issue,medium,resolved,2026-05-17T12:35:06+00:00,2026-05-19T04:35:06+00:00
477173f6-445b-5a2f-882a-ce69ef988abb,TKT-000065,3cacb34c-375e-5074-bf40-b4908ec72ccc,8ac2c18a-5896-572a-9f44-f5d60109258d,752d1174-aa5f-523e-a43f-23449274de00,Access policy clarification,low,resolved,2026-01-16T08:15:29+00:00,2026-01-20T03:15:29+00:00
3413baaf-38b1-548a-ae5c-4ec23634548d,TKT-000066,e50f9cce-0ecf-5ff6-a0b0-15205794aa06,a042ed60-9218-5159-876b-6c4dd0e5f934,752d1174-aa5f-523e-a43f-23449274de00,Configuration assistance for Precision Suite 76,critical,resolved,2026-07-24T15:40:30+00:00,2026-07-25T14:40:30+00:00
36421453-fbd3-5815-a59b-d731b820067d,TKT-000067,330fc81d-4b93-5eee-a4c6-c7a662017c96,db43f9b2-c956-5785-8950-8287c47db3ae,864956dc-d3a3-5b04-8bc5-799893f07e26,Integration connection issue,low,resolved,2026-02-07T22:58:24+00:00,2026-02-08T09:58:24+00:00
d264969a-ff91-5d14-8dc0-89574c9181fd,TKT-000068,5799dc89-848a-5029-a596-a8c578777134,cdea42fb-ee49-5a22-a213-56a8f9fcb148,e0f2505c-fc5b-5345-8ebb-7cf3fa778973,Integration connection issue,high,resolved,2025-11-29T08:09:36+00:00,2025-12-02T18:09:36+00:00
de5a2e9a-df8f-5f9b-9156-b2fefa1f4e40,TKT-000069,e45ef230-a000-5b1f-a26b-abd2492609e6,12003734-bab7-5410-8c89-f9a8c4967dea,864956dc-d3a3-5b04-8bc5-799893f07e26,Dashboard metric discrepancy,high,resolved,2025-10-30T20:03:51+00:00,2025-11-04T04:03:51+00:00
7a1808c8-87b4-5ee4-8488-eb496cb127d1,TKT-000070,2ca6c1cf-f742-57f7-b43e-589510bd781f,fb4140fc-b3c1-5a6a-8613-9b068fdd2b39,576d59ca-e029-534d-a2fc-2c388b2c3837,Dashboard metric discrepancy,high,resolved,2025-11-23T09:34:58+00:00,2025-11-26T23:34:58+00:00
482918ae-4984-5023-a35a-5358f7fc3fe5,TKT-000071,a8ec4add-4a24-56bf-b1c9-ca1a2b5df28f,3d307d78-b10f-5539-a951-7bcc9fd17161,576d59ca-e029-534d-a2fc-2c388b2c3837,Access policy clarification,low,resolved,2026-06-26T05:27:25+00:00,2026-06-29T11:27:25+00:00
811d72aa-cb52-5545-acf8-5c639fe516da,TKT-000072,29caa4a7-72db-50d1-95f2-39c2135c883a,201fb8e4-2c24-5483-b44d-4063694486b2,752d1174-aa5f-523e-a43f-23449274de00,Dashboard metric discrepancy,critical,resolved,2026-01-10T00:03:34+00:00,2026-01-12T10:03:34+00:00
2203dcda-8e02-5bb2-a022-c29cfef5459a,TKT-000073,3326515d-41a7-58a9-907c-e06089fa01c5,deaf9542-d65c-5f41-b22e-b1d033baea7a,b52ce1d4-6469-5a26-9909-ab8fb46083e5,Integration connection issue,low,resolved,2026-01-20T10:43:50+00:00,2026-01-23T16:43:50+00:00
45f8c85c-2545-5921-ae05-95bf13c68a17,TKT-000074,00ec496a-96dc-5e8f-a2f4-e34e1e87ab2c,9b6b9203-f582-59b6-b64c-309881607c86,b136f79e-100e-5a3c-b2f3-f0db6d3a6997,Configuration assistance for Insight Console 04,medium,resolved,2025-10-25T17:32:12+00:00,2025-10-26T02:32:12+00:00
beb3441f-79ab-5219-aea1-b473c94d93a0,TKT-000075,57f7533b-b4e4-5587-922e-aaede6234691,d3739878-986b-5b5f-a096-4452493d6cbb,b136f79e-100e-5a3c-b2f3-f0db6d3a6997,Access policy clarification,high,open,2025-09-21T20:07:28+00:00,
acec065a-ed41-55e9-92d6-980b365e6422,TKT-000076,58c7b809-804a-5bc8-b115-97e73d805552,e3b2c918-6a66-5db3-87f9-e5c71515f2ab,7242516c-cc48-56f1-9436-4afbcf0086dc,Dashboard metric discrepancy,medium,resolved,2026-05-22T03:48:41+00:00,2026-05-22T16:48:41+00:00
13e80120-d209-5750-b0b7-e9652d064269,TKT-000077,700fe391-76f6-58a4-a880-f59a4a5ad740,e691a6a3-7dd7-5d95-b97e-997e3af77227,fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,Dashboard metric discrepancy,critical,closed,2026-04-21T01:31:37+00:00,2026-04-21T21:31:37+00:00
23b39b78-8c37-5fbd-b58b-e871c536f85b,TKT-000078,ef09a97a-4bba-5f6b-96ff-4ebf88d8d5d2,cdea42fb-ee49-5a22-a213-56a8f9fcb148,752d1174-aa5f-523e-a43f-23449274de00,Configuration assistance for Quantum Platform 67,low,resolved,2026-01-08T23:49:03+00:00,2026-01-11T09:49:03+00:00
c536fdfe-8c97-5a34-935e-54970b002c12,TKT-000079,d5688502-59d2-59ea-9155-1859535acf44,de536700-41fe-55c3-beb9-bfb9849c872b,fe0faaa6-ce52-59d0-935b-6d979c1a4e7d,Data synchronization delay,medium,resolved,2025-11-03T09:45:37+00:00,2025-11-04T13:45:37+00:00
90ead137-91c1-58fd-bf5a-543613868583,TKT-000080,6a2b116f-c0c8-5545-af9e-5b992c477ef4,db43f9b2-c956-5785-8950-8287c47db3ae,7242516c-cc48-56f1-9436-4afbcf0086dc,Access policy clarification,medium,closed,2025-10-15T03:12:18+00:00,2025-10-17T07:12:18+00:00
85fab010-0dc9-5244-b7d9-424e58578c1e,TKT-000081,a8c99066-2209-5a24-8615-1a40a59c8b1b,591abda9-fd16-5958-b0e9-586f0dfa6e54,b136f79e-100e-5a3c-b2f3-f0db6d3a6997,Dashboard metric discrepancy,medium,pending,2025-11-28T05:49:44+00:00,
40c658be-e8d8-55e9-b6be-2679131ca377,TKT-000082,35393ba6-62ef-5245-a602-5a808930ddae,673811d5-2f11-5108-8b80-c9dd0dc2adda,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Integration connection issue,medium,resolved,2025-09-22T11:16:23+00:00,2025-09-25T14:16:23+00:00
b5430b1a-232a-5174-8e56-9ae19bc8f624,TKT-000083,0eec7b4c-002b-5dab-878e-f2a8a04e4b25,e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,7242516c-cc48-56f1-9436-4afbcf0086dc,Access policy clarification,low,pending,2026-04-13T12:05:58+00:00,
24b5d113-8730-5531-88cf-4816574303a6,TKT-000084,3477d02c-6fdf-5d7c-8357-b54812dd8855,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,576d59ca-e029-534d-a2fc-2c388b2c3837,Data synchronization delay,medium,closed,2026-05-07T12:36:31+00:00,2026-05-08T22:36:31+00:00
11b21573-d2ac-5849-b18c-020438b22589,TKT-000085,dc28ddad-a1b2-5fb6-8f6b-159e35a70ab1,201fb8e4-2c24-5483-b44d-4063694486b2,93a79ce4-9aa3-5428-8c89-2ce777b9617b,Data synchronization delay,medium,open,2025-12-31T15:29:42+00:00,
