id,customer_number,company_name,industry,email,phone,country,region,status
f65d0b29-8605-52d2-bb1f-457c9ee2abac,CUS-00054,Garza-Perry,Professional Services,procurement54@customer.example,+1-843-341-9832x21842,United States,West,active
471faf4a-015d-5282-99b0-d8e38ae6afbe,CUS-00055,Bailey-Kelly,Healthcare,procurement55@customer.example,604-242-1141,United States,Southwest,active
4cb9f885-7dff-525b-bf16-eaf306617430,CUS-00056,Carter-Garcia,Technology,procurement56@customer.example,+1-408-683-9806x3775,United States,West,inactive
d9533595-0144-5a73-940a-e2b49fda4bcb,CUS-00057,Macias-Hogan,Transportation,procurement57@customer.example,(382)864-6791x869,United States,Midwest,active
cfc45208-54c6-5988-95af-486062fd7654,CUS-00058,Mckenzie and Sons,Manufacturing,procurement58@customer.example,(295)764-8510,United States,Northeast,active
eb4cb2d3-d90e-535c-bb9b-a56b8ccf35aa,CUS-00059,"Walker, Adams and Griffin",Professional Services,procurement59@customer.example,613-621-3895x00915,United States,Midwest,active
24fa888d-84ed-513a-9ee9-a92f4f6ade86,CUS-00060,"Clayton, Bradley and Curtis",Transportation,procurement60@customer.example,237-641-5028,United States,Northeast,prospect
537c53b7-a6d7-5e3b-bf4c-d9d10b7d265d,CUS-00061,Rogers Inc,Retail,procurement61@customer.example,846.591.1774x511,United States,Southwest,active
4ecf8661-bfeb-53ad-bb64-08a5b5154e5e,CUS-00062,"Williams, Morton and Mcmillan",Technology,procurement62@customer.example,001-557-294-3917x614,United States,Southeast,active
d5a937e0-465f-5545-9b29-6adefd29ce71,CUS-00063,Huffman Group,Healthcare,procurement63@customer.example,395.665.7404,United States,Northeast,active
299dee56-6ce6-5e19-82f2-22a504a2ef83,CUS-00064,"Bowman, Nichols and Odonnell",Transportation,procurement64@customer.example,327-374-9743,United States,Midwest,active
1191f25c-c545-5e25-8e7a-b2817afc5cf0,CUS-00065,"Rice, Scott and Mejia",Financial Services,procurement65@customer.example,888.567.3297x8210,United States,West,active
dd7b440f-a0fd-5667-ab77-bdedf999de61,CUS-00066,Moore-York,Telecommunications,procurement66@customer.example,+1-780-268-1019,United States,Southeast,active
e50f9cce-0ecf-5ff6-a0b0-15205794aa06,CUS-00067,Davis-Berger,Healthcare,procurement67@customer.example,001-767-547-8888x299,United States,Southeast,active
95bfaafb-a1fc-5609-ad7a-0f6ec343b951,CUS-00068,Smith-Vaughn,Professional Services,procurement68@customer.example,481-423-6455x03144,United States,Southwest,active
e886f002-0850-544e-bbc7-6a62c8afd4c2,CUS-00069,"Lee, Hudson and Owen",Retail,procurement69@customer.example,+1-375-953-8165x31276,United States,Northeast,active
5f66cc88-02bc-5518-a0dd-c2d1c09b1585,CUS-00070,Butler-Larson,Healthcare,procurement70@customer.example,001-517-447-9097,United States,Southwest,active
75acbee6-d99a-5ec5-a2ac-5e5eae838250,CUS-00071,"Miller, May and Garrett",Professional Services,procurement71@customer.example,001-858-380-8256x74016,United States,Midwest,active
d17126ee-524e-53b1-a028-ff5ab774ccea,CUS-00072,Warren Inc,Retail,procurement72@customer.example,7735650841,United States,Northeast,active
14197d23-e062-50bc-baa6-3a2c3694a28c,CUS-00073,"Stewart, Nguyen and Padilla",Professional Services,procurement73@customer.example,797-957-4030,United States,Midwest,inactive
2fcd5fdd-2d0c-5819-a291-64fefad299fd,CUS-00074,Valdez-Knox,Professional Services,procurement74@customer.example,+1-611-629-8049x855,United States,Northeast,active
170e259d-c209-5ec6-8c12-ce5433ab4e22,CUS-00075,"Castillo, Morgan and Smith",Retail,procurement75@customer.example,626-600-1291x09122,United States,Southwest,active
7762f614-5a4c-5614-bcff-b3df8edb028f,CUS-00076,Savage Ltd,Manufacturing,procurement76@customer.example,+1-394-862-8124x8280,United States,West,active
fefa5234-83d9-575b-a0d1-d013bef7d309,CUS-00077,Thompson LLC,Financial Services,procurement77@customer.example,001-753-395-1456x54227,United States,Southeast,active
4a6aa6c3-8918-55e9-8cf5-39e8142be9c1,CUS-00078,Paul-Mills,Manufacturing,procurement78@customer.example,247-784-3380x264,United States,Southwest,active
b82dd2d7-8bb8-539a-9e55-e96f4385a6d1,CUS-00079,Cohen Ltd,Technology,procurement79@customer.example,258.211.1481x5675,United States,Southwest,active
53e40369-8557-5ee4-8257-fdf32d502ce4,CUS-00080,"Patton, Bailey and Hernandez",Manufacturing,procurement80@customer.example,828-751-4512x8469,United States,West,active
7ec6965c-e831-5848-861c-c35608f0693c,CUS-00081,"Lyons, Sanchez and Cruz",Manufacturing,procurement81@customer.example,(392)963-0916x31333,United States,Southeast,prospect
b636ccbb-5496-5fc0-a0e8-01a14ef0aea5,CUS-00082,Beltran-Jimenez,Professional Services,procurement82@customer.example,(309)825-9097x51054,United States,West,active
96ad2989-0a2f-5ef5-9d00-0accbe5bf499,CUS-00083,Shaffer and Sons,Technology,procurement83@customer.example,001-587-617-5198x10410,United States,Southwest,active
1f48efe8-c8e7-59af-8890-40a5c5019e42,CUS-00084,"Taylor, Castillo and Murillo",Transportation,procurement84@customer.example,328-937-4103x87936,United States,Midwest,active
0f77fa23-6a98-5f4c-a249-8a889a41687d,CUS-00085,"Oconnell, Lindsey and Reynolds",Manufacturing,procurement85@customer.example,905.646.4004,United States,West,active
911d2ac5-b705-55b1-b535-20defd046120,CUS-00086,Walker-King,Technology,procurement86@customer.example,327.809.8347x0012,United States,West,active
6e449027-35da-5d29-a514-1e0b8eb43aa9,CUS-00087,"Mayo, Holmes and Robinson",Healthcare,procurement87@customer.example,375.686.9737x3233,United States,West,inactive
88e5084f-966c-54ad-ac34-25c62330bc2f,CUS-00088,Jenkins-Leblanc,Manufacturing,procurement88@customer.example,+1-889-460-6932,United States,Southwest,active
14ed1888-e5c8-56b2-987f-eaadbbd628a8,CUS-00089,Mcdonald-Esparza,Financial Services,procurement89@customer.example,+1-559-554-6642x4463,United States,Midwest,prospect
5ad01617-30cc-5924-9145-9331df0736c8,CUS-00090,Davis-Buchanan,Professional Services,procurement90@customer.example,514-834-1431x55464,United States,West,active
d8e5fdba-aacc-51c8-aa52-eecb16013cc4,CUS-00091,"Watson, Hinton and Martinez",Professional Services,procurement91@customer.example,330.812.3569,United States,West,active
58c7b809-804a-5bc8-b115-97e73d805552,CUS-00092,Williams PLC,Professional Services,procurement92@customer.example,727-849-6975,United States,Midwest,active
9c99d82d-9768-59b0-bcee-1eb8fa296eb5,CUS-00093,"Williams, Henry and Vasquez",Financial Services,procurement93@customer.example,+1-907-362-4688x90742,United States,Midwest,active
48fd5b5a-6215-5e05-88fd-ff210cb17a6c,CUS-00094,"Jackson, Morgan and Hall",Manufacturing,procurement94@customer.example,311.489.2224,United States,Southwest,active
73db0a1c-1e07-5f7a-b389-9bb44e19c3aa,CUS-00095,"Robertson, Taylor and Blackwell",Telecommunications,procurement95@customer.example,4548133047,United States,Southwest,inactive
3604e062-46b5-5078-94d0-24cd3c642d94,CUS-00096,Walker and Sons,Telecommunications,procurement96@customer.example,(510)233-6944x451,United States,Midwest,active
14a7eb68-5af3-5176-b3ce-4fd95f98966a,CUS-00097,"Wolfe, Pollard and Evans",Retail,procurement97@customer.example,+1-948-905-2629x4982,United States,Southeast,active
7a7a6781-a43d-5a44-b8c3-ed9a9393e01d,CUS-00098,Lopez Ltd,Financial Services,procurement98@customer.example,876-430-9646,United States,Southwest,active
54a27e6d-c7bf-5812-880e-1ed91c4da5a7,CUS-00099,Richards-Newton,Transportation,procurement99@customer.example,001-853-418-2664x930,United States,Midwest,active
00b4dc72-e96a-58bf-aa4a-9f770c79ebde,CUS-00100,"Evans, Simmons and Smith",Telecommunications,procurement100@customer.example,618-346-2887x15824,United States,Southwest,active
053e133a-49c6-544b-a07e-cc8c363869bc,CUS-00101,Morris Group,Healthcare,procurement101@customer.example,(980)620-1616x591,United States,West,active
35019a47-5783-58b9-bbe4-4f79b5ced9cd,CUS-00102,"Braun, Rose and Crane",Professional Services,procurement102@customer.example,996.885.6969x67802,United States,Southwest,active
a8ec4add-4a24-56bf-b1c9-ca1a2b5df28f,CUS-00103,Barnes-Copeland,Technology,procurement103@customer.example,+1-822-941-6145,United States,Midwest,active
490bbac0-ac53-5625-b604-7bd1ede4dddb,CUS-00104,"Walker, Vasquez and Haynes",Telecommunications,procurement104@customer.example,+1-633-715-1188x58076,United States,West,active
3923c549-808a-5dc6-8250-8df33e5e339d,CUS-00105,"Harris, Frazier and Pena",Retail,procurement105@customer.example,484.441.1009x2514,United States,Midwest,prospect
c8975e3f-60e7-51e3-a745-336d247dea17,CUS-00106,"Moore, Cameron and Clark",Technology,procurement106@customer.example,001-962-983-5323,United States,Southeast,active
ed735c55-6b10-5d15-b69f-7d806cf3575a,CUS-00107,"Guerra, Miller and Price",Professional Services,procurement107@customer.example,001-546-484-6352x3526,United States,Northeast,active
c977064b-11eb-59d5-973f-5594f41a3651,CUS-00108,"Christensen, Payne and Carrillo",Transportation,procurement108@customer.example,+1-779-623-8233x395,United States,West,active
6c7e2291-c37b-5221-adf7-b99f74c62056,CUS-00109,Miller Inc,Telecommunications,procurement109@customer.example,001-692-800-5892x714,United States,West,active
2c1841c7-6bab-59e0-aef7-bcda2f80dd86,CUS-00110,Lee-Allen,Manufacturing,procurement110@customer.example,(666)255-5319,United States,Northeast,inactive
ebc4e9d9-750c-5601-83a5-2e8ac97ba602,CUS-00111,"Deleon, Garrett and Adams",Professional Services,procurement111@customer.example,808.746.8751,United States,Midwest,inactive
6ad6d4cf-225a-5827-8d44-2584bc83022a,CUS-00112,Green Inc,Telecommunications,procurement112@customer.example,738-677-9047x153,United States,Southeast,active
03369d23-5aef-5f2c-8d18-b3477b5d178a,CUS-00113,Briggs-Bond,Telecommunications,procurement113@customer.example,915-508-7792,United States,Southwest,active
48253ef0-5cf2-5f70-9b66-93779cab6b3f,CUS-00114,"Miller, Jones and Nichols",Financial Services,procurement114@customer.example,(889)391-4280x64063,United States,Northeast,active
d25ae150-2144-5ab2-9442-b141c980448c,CUS-00115,Lane PLC,Technology,procurement115@customer.example,667.648.5857x3886,United States,Midwest,active
165390f8-63ad-5d58-a264-328d0da126cd,CUS-00116,"Camacho, Williams and Atkinson",Transportation,procurement116@customer.example,401-734-8078x046,United States,Southwest,active
067c5d3a-d876-5d21-8d03-2f032f2b6f4c,CUS-00117,"Wang, Rubio and Brown",Retail,procurement117@customer.example,781-701-9413x770,United States,Midwest,active
89eeb7f7-e2dd-593f-89e1-c716b7c38fd0,CUS-00118,"Boone, Mcgrath and Galloway",Healthcare,procurement118@customer.example,(574)897-5629,United States,Northeast,active
7130589f-8f9f-5b9b-bdd0-ddfc15e09956,CUS-00119,Copeland Group,Technology,procurement119@customer.example,001-206-723-5622x5355,United States,Southwest,active
5923c801-8fac-5b52-af62-bd95546ab309,CUS-00120,"Gibson, Williams and Salazar",Technology,procurement120@customer.example,(851)260-1065x216,United States,Northeast,active
34aa8995-af09-5745-b268-2e8eb65910e2,CUS-00121,Jenkins-Lopez,Technology,procurement121@customer.example,(214)854-0709x8960,United States,Southeast,active
3cacb34c-375e-5074-bf40-b4908ec72ccc,CUS-00122,Love-Robertson,Professional Services,procurement122@customer.example,(744)723-4705,United States,Northeast,active
3e5f5099-ba24-593a-8a19-ef985a01e7bc,CUS-00123,Robinson-Smith,Telecommunications,procurement123@customer.example,644.866.7373x772,United States,Southwest,active
22f217fd-923a-58e0-87e4-7840e9984351,CUS-00124,Lyons Ltd,Healthcare,procurement124@customer.example,001-679-981-8517x5696,United States,Northeast,active
36c082a8-15a4-56eb-8b03-66465706414f,CUS-00125,Reyes-James,Telecommunications,procurement125@customer.example,(452)478-8162x130,United States,West,active
8ba710c9-4197-5127-bdce-f6ff242cda4d,CUS-00126,Lawrence Group,Retail,procurement126@customer.example,744.591.5659x7394,United States,West,active
1319795d-ef0b-5067-93ce-2bd5fa4fc6cf,CUS-00127,Walker Group,Financial Services,procurement127@customer.example,237.892.8709,United States,Midwest,active
270a3d7f-e92d-57ce-ad4d-911a873f0506,CUS-00128,Jackson Group,Financial Services,procurement128@customer.example,309-553-6772,United States,Northeast,active
3070a1af-5ed0-5cad-98f4-647e810fdaad,CUS-00129,Bentley-Henderson,Healthcare,procurement129@customer.example,5454108232,United States,West,active
aa3eabe4-24b7-5773-b850-3f1255577ef8,CUS-00130,Adams-Lewis,Manufacturing,procurement130@customer.example,+1-642-528-3825x82433,United States,Southwest,active
b7ca9756-55ff-5e43-9cb1-9cbab905e9db,CUS-00131,Barry LLC,Professional Services,procurement131@customer.example,001-746-871-5677x8614,United States,Southwest,active
033ffeb0-b055-5c7e-88aa-85ce598880bd,CUS-00132,"Bullock, Kirby and Woods",Transportation,procurement132@customer.example,490-392-3223x1670,United States,Southwest,active
1976b3dd-ea06-5684-a4c4-396fd7a0acae,CUS-00133,Ortega-Smith,Telecommunications,procurement133@customer.example,864-676-8533x464,United States,Midwest,active
3dbd17c9-c1a7-5150-9f9c-032157d5e21c,CUS-00134,Hubbard-Wagner,Technology,procurement134@customer.example,+1-753-726-6148x45637,United States,Southeast,active
4d282e22-c517-59c5-9ca0-622477c0905c,CUS-00135,Weaver and Sons,Financial Services,procurement135@customer.example,620-406-2361,United States,West,active
81243744-dd13-5a29-aa58-34fe371a7b6a,CUS-00136,Gallegos Group,Retail,procurement136@customer.example,(836)916-9299x98348,United States,Northeast,active
2a3d099e-3aaf-57b1-97c7-34bd4ff7ef6a,CUS-00137,"Stevens, Reyes and Perez",Telecommunications,procurement137@customer.example,001-226-716-9799x6329,United States,Southwest,active
c3abef48-e783-5505-b88d-e552561c30a1,CUS-00138,Sanders-Rodriguez,Retail,procurement138@customer.example,924.368.9561x31427,United States,Northeast,active
42bdf6db-1274-5c67-9c95-0386c787dcbe,CUS-00139,Smith Group,Healthcare,procurement139@customer.example,(884)495-2369x662,United States,Midwest,active
54d84529-df9a-5737-ad18-6954910821d6,CUS-00140,"Grimes, Rich and Hernandez",Manufacturing,procurement140@customer.example,001-517-369-4306x664,United States,Southwest,active
7d426d71-c6e4-5914-8ad8-a142129a8265,CUS-00141,Ochoa-Edwards,Financial Services,procurement141@customer.example,697.408.4674x288,United States,Midwest,prospect
55d9e34f-0219-5915-bc14-28a0ba915bd3,CUS-00142,"Berg, Steele and Fernandez",Transportation,procurement142@customer.example,887.903.5137,United States,Southeast,active
2630094e-3017-5eb7-a597-40f99100a14c,CUS-00143,Howard LLC,Professional Services,procurement143@customer.example,597.814.7182x92148,United States,Southwest,active
6b62e287-4f45-5a76-9fda-ac07b8a4a484,CUS-00144,Miller-Browning,Technology,procurement144@customer.example,(908)591-6152x7624,United States,Southeast,active
387db0fb-71df-5889-b6b4-cc6802693cba,CUS-00145,Stephens Group,Technology,procurement145@customer.example,001-233-958-2861x63773,United States,Northeast,prospect
dc5fd084-70dd-5c0b-a9ac-b8e96bfb8e3a,CUS-00146,"Warner, Hutchinson and Henderson",Retail,procurement146@customer.example,741-445-8303x18405,United States,Southeast,active
aa9cc48e-5859-5893-a5cd-6087a97d33a6,CUS-00147,Jackson Ltd,Technology,procurement147@customer.example,928-711-8850x518,United States,Southeast,active
aa8c63c8-d686-52ed-9d78-13d55844bf50,CUS-00148,Silva-Simpson,Transportation,procurement148@customer.example,463.884.9019,United States,Northeast,active
983d05f9-03e8-5e36-b2ac-6f84e0fad364,CUS-00149,"Matthews, Hogan and Martinez",Telecommunications,procurement149@customer.example,359-629-8479,United States,Midwest,active
900e7d64-6e77-517b-85bd-a7a01e69fa56,CUS-00150,Anderson-Herring,Healthcare,procurement150@customer.example,643-357-4556x4785,United States,Northeast,active
0b55ee75-bb2b-5c75-b3d5-150d382451d8,CUS-00151,Espinoza LLC,Technology,procurement151@customer.example,(369)507-6752x56463,United States,Midwest,active
06f3ea78-51ad-533f-99ed-7b66e5105fb0,CUS-00152,Powell-Harper,Healthcare,procurement152@customer.example,+1-367-292-0184x427,United States,Midwest,inactive
7a334245-32b6-5b38-8681-ab7e7d2017f6,CUS-00153,"Hebert, Gilbert and Schmidt",Technology,procurement153@customer.example,+1-594-611-0729x75014,United States,Northeast,active
87eaed28-29f4-55cd-9771-91e40da15720,CUS-00154,"Shaw, Torres and Butler",Telecommunications,procurement154@customer.example,969.914.6403,United States,Northeast,active
86682e2f-ff0a-52dc-81ef-2af7bd616176,CUS-00155,Mckay PLC,Financial Services,procurement155@customer.example,254-257-7448,United States,West,active
74443b9c-c37e-521d-9d96-fbf0604f7124,CUS-00156,Santos-Morris,Retail,procurement156@customer.example,462.211.8336x434,United States,West,active
4b6bb816-82b5-57b3-bd02-982228d1149a,CUS-00157,Thomas-Knight,Transportation,procurement157@customer.example,001-798-615-5499x769,United States,Southeast,active
034d01dd-efd3-5bd1-9094-16ec39189ebd,CUS-00158,Mejia Inc,Professional Services,procurement158@customer.example,(310)447-6285,United States,Midwest,active
941f4689-b896-529f-8bfa-f2d7ce6001ee,CUS-00159,Johnson and Sons,Technology,procurement159@customer.example,897.407.2015,United States,Midwest,prospect
6d5dbc60-2c04-539f-b340-5d35e2b8268f,CUS-00160,Carrillo-Poole,Telecommunications,procurement160@customer.example,279-505-2027,United States,West,active
14f6fed9-a5d8-5823-b536-a8a8bba662bf,CUS-00161,Evans Group,Technology,procurement161@customer.example,(337)696-0466x51004,United States,Southwest,active
a6fc7f43-4df6-5ffa-bea1-42a83c3fa8e4,CUS-00162,Oconnor and Sons,Healthcare,procurement162@customer.example,931.349.7737x206,United States,West,active
0ef49f4d-7bf6-5984-b7c6-1597a2c4f2d4,CUS-00163,"Vazquez, Mitchell and Baird",Healthcare,procurement163@customer.example,827-554-0434,United States,Southwest,active
377afc55-7eef-572f-9ae7-501f7b3d8b12,CUS-00164,Davis-Cantu,Manufacturing,procurement164@customer.example,+1-867-686-7992,United States,Southeast,active
abcf2b63-66d8-582c-a587-08010c4be1d4,CUS-00165,"Allison, Beard and Love",Telecommunications,procurement165@customer.example,940-423-3397x90525,United States,Southwest,active
47384714-e1b7-5e0f-92ca-9cc7b429d98f,CUS-00166,King PLC,Telecommunications,procurement166@customer.example,4394419859,United States,Northeast,active
a0a33f10-1906-5e9c-b602-72a155faa409,CUS-00167,Payne-Thomas,Financial Services,procurement167@customer.example,220.410.4003,United States,Midwest,active
811abe48-1457-5c11-8bad-e4667903f9c3,CUS-00168,"Smith, Morrow and Coleman",Retail,procurement168@customer.example,(231)662-4258,United States,Midwest,active
81af2ab0-055e-50df-83a2-49b78ffd7097,CUS-00169,Hudson-Hall,Manufacturing,procurement169@customer.example,940-987-2437,United States,Midwest,active
50d5ba2e-b0c3-524c-b66d-2e436641c796,CUS-00170,Cherry-Sanders,Healthcare,procurement170@customer.example,672.519.0187x53694,United States,Southeast,active
f0087d63-1c35-5e6f-994e-0844a8e342f4,CUS-00171,"Salazar, Harrison and Ramos",Retail,procurement171@customer.example,(428)267-8629x4861,United States,West,active
fa45f60a-2206-5593-a37e-29358f9539e6,CUS-00172,Pennington Inc,Financial Services,procurement172@customer.example,(747)871-2994x65886,United States,Northeast,active
211e9348-4f39-5391-99e3-c207abb6aa3d,CUS-00173,"Davis, Chaney and Howard",Healthcare,procurement173@customer.example,903-218-9645,United States,Midwest,inactive
8baf19c7-db64-5221-93e0-52e621bdd5a6,CUS-00174,Scott-Thomas,Technology,procurement174@customer.example,+1-540-862-9349x8608,United States,Midwest,active
cc9131a9-5014-5684-a229-810deffab2f7,CUS-00175,Brown-Caldwell,Manufacturing,procurement175@customer.example,+1-906-521-2448,United States,West,active
