id,order_number,customer_id,sales_rep_id,order_date,status,currency
f54ac4da-c527-5ebb-98d4-a8347fe7d31e,SO-20250811-00013,81af2ab0-055e-50df-83a2-49b78ffd7097,5935a2ab-e820-55bf-a36c-ef0ae035c00e,2025-08-11,completed,USD
0ec37c07-5e83-51d7-8d2c-cb86794957ed,SO-20250811-00014,a0f41799-d018-5980-95cb-9d8f5c11ead0,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-08-11,completed,USD
4b93bc4c-1342-579b-b857-3e84676d9a11,SO-20250811-00015,983d05f9-03e8-5e36-b2ac-6f84e0fad364,113cd4ad-991e-5b3e-884a-1e169847c916,2025-08-11,completed,USD
033d3c9e-b880-5cb9-b7ca-abe7958e5bd6,SO-20250811-00016,1594960b-82de-5ed2-b182-c91999a8afac,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-08-11,completed,USD
76d7da21-a33b-54da-8f9c-6ffe8b0ff87a,SO-20250811-00017,72e2b61c-b634-5e79-8565-069a598af025,113cd4ad-991e-5b3e-884a-1e169847c916,2025-08-11,completed,USD
2276dde0-2b54-5bdd-b8d6-812f31a9c918,SO-20250811-00018,52d6db95-2df5-508d-a394-02136262050d,37859317-2dbb-5c62-97d3-49217bdf045c,2025-08-11,completed,USD
37b99369-7955-5f5b-b7f2-c06883adf57e,SO-20250812-00019,1976b3dd-ea06-5684-a4c4-396fd7a0acae,37859317-2dbb-5c62-97d3-49217bdf045c,2025-08-12,completed,USD
f524e97e-93ab-57fd-9348-f744dfa07b47,SO-20250812-00020,71759505-eb52-563b-968f-e39ae3da4478,f1511ed8-40f6-544e-a21d-9ab52d3f1a34,2025-08-12,processing,USD
29a34a65-19d3-5eac-8d69-a20643c55de0,SO-20250812-00021,24fa888d-84ed-513a-9ee9-a92f4f6ade86,e5a340fe-9b66-5cfe-809c-fab320a511e2,2025-08-12,shipped,USD
4a25cfd6-35e8-5b47-ac05-a6bd62de33d5,SO-20250812-00022,4bd863dc-24bc-586d-aca7-7ca6c200c922,0122cfd5-2a20-5508-ad03-779342281d57,2025-08-12,completed,USD
8af93781-20cc-59e4-97d5-eb33077e0900,SO-20250812-00023,37abbf5e-03da-5827-a286-803358b02c78,d01beb24-6f80-5c71-a71d-d3854411ab72,2025-08-12,completed,USD
48ab66ba-14bd-57df-a1a2-8c981dbf55c0,SO-20250812-00024,dc28ddad-a1b2-5fb6-8f6b-159e35a70ab1,05970209-0410-562d-a0ac-22a01e4f9690,2025-08-12,completed,USD
c917e900-9271-584c-bc7d-95f11f94de17,SO-20250812-00025,01ff9cad-dfbc-5aa4-b0cb-9146d48f095b,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-12,completed,USD
23782f0c-17e2-5d1d-9046-b770e1818e1e,SO-20250812-00026,c871b9d2-5aba-572d-af22-8b861bacda77,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-12,shipped,USD
f72b6248-aa9d-507c-9921-bc02429bc0b2,SO-20250813-00027,9c5ba231-ce4c-5e72-9ae8-025ae5a06908,1e61b996-144a-5c9f-9271-3bcf378e3ae1,2025-08-13,completed,USD
2c1397fa-e7af-53e6-a8b9-1cc006b6f82f,SO-20250813-00028,2fcb06ab-8744-5be2-97af-1d16fe182b02,b43c8f02-1dcb-5f9d-af05-30c6c2153bd3,2025-08-13,completed,USD
795e01a0-2435-53b2-a54e-2cb9afc226ec,SO-20250813-00029,47b2113d-3249-5ba8-83c1-9c45202481e7,e8de5e72-dfef-5439-a069-3da83d10c24b,2025-08-13,completed,USD
8c883a44-74ba-5605-b6fd-fdedee79f93c,SO-20250814-00030,ba75f812-6df0-51cd-974c-2c3e45c78227,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-08-14,processing,USD
24493de8-fb78-5efa-968d-01b5f8237843,SO-20250814-00031,21ff8f4b-f607-5666-b239-f86c0ef4a0a9,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-08-14,completed,USD
5cc13774-28ae-5ee8-bcba-6f9558bc00c4,SO-20250814-00032,d9db03df-2d6b-54b9-a7f4-723fe446ffa4,651eacb8-633a-519f-84a8-bdc47df160f3,2025-08-14,shipped,USD
b49188eb-3e15-54f3-b763-ced8d08a8e69,SO-20250814-00033,299dee56-6ce6-5e19-82f2-22a504a2ef83,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-14,shipped,USD
3327880e-9527-5262-88a9-5eb62c7ee982,SO-20250814-00034,e483cfea-9d2d-52b7-92b3-54c40b036175,1a8cb147-1585-587f-932d-d9ea83a26048,2025-08-14,completed,USD
b1ba2623-c224-54d4-9f7e-d3621645c0d8,SO-20250815-00035,f8c7eff7-a4df-5068-a000-f19c3841a85b,dcf4314c-e3bf-59be-b647-4c36396750b1,2025-08-15,completed,USD
b0328090-67b6-5443-a2ac-7c2d35151cb6,SO-20250815-00036,3477d02c-6fdf-5d7c-8357-b54812dd8855,49ea2856-023c-5ffd-b3bf-82960190c959,2025-08-15,completed,USD
2c7762cf-b7cc-5a43-8761-12632994660e,SO-20250815-00037,fdd1bf33-4026-5da5-8c98-a828d9ec7319,d01beb24-6f80-5c71-a71d-d3854411ab72,2025-08-15,completed,USD
0ee06f0e-7d3c-56d8-9b90-905aec1f78d7,SO-20250815-00038,a85bd626-8a28-5fe3-8033-401cc6ee790e,49ea2856-023c-5ffd-b3bf-82960190c959,2025-08-15,completed,USD
b2d05d73-125d-57b2-964e-04e99d3ab174,SO-20250815-00039,da6b5bde-41d2-57db-9bb6-3906939e5897,91ded739-a072-5e06-95f0-c2fec8339a2a,2025-08-15,processing,USD
c3049a67-df02-5aab-9904-7a324055ad80,SO-20250816-00040,ef09a97a-4bba-5f6b-96ff-4ebf88d8d5d2,dcf4314c-e3bf-59be-b647-4c36396750b1,2025-08-16,completed,USD
4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,SO-20250816-00041,a89d640d-e9fc-5076-a3d2-383e3593fefc,008aa683-c142-586d-8cba-7423f86323a7,2025-08-16,completed,USD
a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,SO-20250817-00042,f35c94b5-66ed-5ba9-9a85-f01472c4c269,dc883f2f-eb02-53a1-90cb-467dbf6ff455,2025-08-17,completed,USD
756613d1-edf5-5f40-a30c-2d4eed0bd90f,SO-20250817-00043,0f77fa23-6a98-5f4c-a249-8a889a41687d,1a8cb147-1585-587f-932d-d9ea83a26048,2025-08-17,completed,USD
548c4f18-b4a3-5270-9ee6-8550989e3585,SO-20250818-00044,51172e6f-d077-58a4-8184-b9b56e540b8c,45c84ee9-d61c-56ff-858b-dd3a68c51c93,2025-08-18,completed,USD
122be80b-c1ba-52a9-a3b8-d3eb52768f19,SO-20250818-00045,e483cfea-9d2d-52b7-92b3-54c40b036175,0122cfd5-2a20-5508-ad03-779342281d57,2025-08-18,completed,USD
634a1bb7-cc66-5a51-85bd-8302cdaa5a17,SO-20250818-00046,7e4272d4-f864-5687-b0cf-72e011a55fc2,e3c6ee5c-58a8-51f8-af29-bd2c65cb59c7,2025-08-18,completed,USD
25c97d57-ef59-5bb8-ac04-e2e0d08539ef,SO-20250818-00047,5f078f90-2d6f-5cd4-baf1-e221a1ccd6b0,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-08-18,shipped,USD
bcd20b45-28c5-5066-877a-892d34876f4d,SO-20250818-00048,7130589f-8f9f-5b9b-bdd0-ddfc15e09956,e3c6ee5c-58a8-51f8-af29-bd2c65cb59c7,2025-08-18,completed,USD
0baf2914-d64d-5b04-946b-f21640ff83e9,SO-20250818-00049,4edd4353-ea41-5f28-a532-c57780412c41,8b8ac295-ff38-552a-a208-339acee0cbf8,2025-08-18,processing,USD
e228ac06-7ddc-5ed1-83f8-5b77f08c845c,SO-20250818-00050,1191f25c-c545-5e25-8e7a-b2817afc5cf0,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-18,completed,USD
da5764d2-979c-5a4f-90d6-7157b7d27c04,SO-20250818-00051,781869ae-9d51-528d-8d7b-21897d2236d8,dcf4314c-e3bf-59be-b647-4c36396750b1,2025-08-18,completed,USD
7827c302-1418-53e4-81ec-e1828b177ec1,SO-20250819-00052,62a26102-6613-5975-b5a6-f361a51ef984,29f89627-9934-5916-acef-ed156172909d,2025-08-19,completed,USD
7c6d084a-2ed9-5298-ab1a-74dcaab85c12,SO-20250819-00053,387db0fb-71df-5889-b6b4-cc6802693cba,3a4f62a5-f7a0-56c0-bb79-7d8de38aa58f,2025-08-19,shipped,USD
d7e064ea-cfdc-56a6-a7cc-b4a5402d0922,SO-20250819-00054,6aea5a07-6ece-51ab-b807-9b678bb5b1d1,86d3dca2-5152-5ad7-ae43-709e43ab3982,2025-08-19,completed,USD
e33970db-fbdc-579f-bfd1-73f0b0e51c79,SO-20250819-00055,5edca693-c9ea-5312-9c2a-a4730fbe5c81,e8de5e72-dfef-5439-a069-3da83d10c24b,2025-08-19,completed,USD
b96aefbb-14da-5b40-bd79-4110cc48e0fa,SO-20250819-00056,9de31ba8-d50d-5ca8-be6f-99ca504274bd,651eacb8-633a-519f-84a8-bdc47df160f3,2025-08-19,completed,USD
73648bba-3441-5550-b5d3-988fa494f107,SO-20250819-00057,0c8950ed-4171-5694-8ff0-3a4425ff5fa6,e3c6ee5c-58a8-51f8-af29-bd2c65cb59c7,2025-08-19,completed,USD
a71f370c-e4f9-544a-b2df-afa77c4fa337,SO-20250819-00058,1afc74f0-729e-53a4-89fa-30228c710657,05970209-0410-562d-a0ac-22a01e4f9690,2025-08-19,shipped,USD
00eb48b2-58ff-5f70-8757-aa6f6792a151,SO-20250820-00059,7e50da50-b5fb-52e0-832e-32137912d98f,3f24970e-8ea4-57ed-8660-e26444c13e5d,2025-08-20,completed,USD
8c83f202-bbfa-5bc7-9ebb-f47181364dde,SO-20250820-00060,cc917d1b-2ad4-5f02-a1bb-f34d02c724d8,080af047-634c-5a70-8a42-a7a196cc9cce,2025-08-20,completed,USD
7a223668-ede9-5a08-addc-dea3b2781737,SO-20250820-00061,dd8ace5e-df6a-5b8f-9041-eaea07c89500,60616d64-bde6-5323-8231-8cacb3eaa96d,2025-08-20,completed,USD
22a32a25-6a1e-5172-8ad6-4af7c80398c7,SO-20250820-00062,82bdf2c6-fb02-526a-b9f4-ce7bbbbfc3d1,f07cf853-c39a-5a4a-ba49-9c85935326bc,2025-08-20,completed,USD
c515461f-6211-5454-940a-8f7294bd5d35,SO-20250820-00063,b82dd2d7-8bb8-539a-9e55-e96f4385a6d1,49ea2856-023c-5ffd-b3bf-82960190c959,2025-08-20,completed,USD
e930853d-5acb-5725-a0a7-fa0ca9b820b9,SO-20250820-00064,2748db13-6911-5fba-bff3-ee3fc2feb585,c33f2117-7695-5b57-b98a-567287832ce1,2025-08-20,completed,USD
4b9caa8d-40a2-55ae-9415-551cb632c9c6,SO-20250820-00065,030d6a9b-4f25-5c78-aaee-abe5875bec1f,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-20,completed,USD
4f3617d3-1ae7-5155-abb2-078ba7d66cd3,SO-20250821-00066,15d106c1-93f3-5d77-97d8-5bcc9e3ca025,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-21,shipped,USD
6c8c674c-ed9b-525b-9ded-3fcd20a2ff11,SO-20250821-00067,fdd1bf33-4026-5da5-8c98-a828d9ec7319,e5a340fe-9b66-5cfe-809c-fab320a511e2,2025-08-21,completed,USD
c611a6fa-68f5-5044-8a74-4d04ad09d76c,SO-20250821-00068,aa8c63c8-d686-52ed-9d78-13d55844bf50,c33f2117-7695-5b57-b98a-567287832ce1,2025-08-21,completed,USD
25e5ca41-591f-5584-ac0d-d06fad62a5fa,SO-20250821-00069,330fc81d-4b93-5eee-a4c6-c7a662017c96,118ee768-2257-5fc9-80c7-fc0361eca54b,2025-08-21,processing,USD
681194c3-7595-5dc4-8778-ea725ccf1f39,SO-20250821-00070,553c1b99-7077-5bc3-b1fe-ff6ea738e56c,1db4a92b-a015-5bef-b875-c0931951c17a,2025-08-21,completed,USD
2371b467-606e-5796-9bb0-dbbf4547d725,SO-20250821-00071,8edd1228-3a2b-545d-a363-a0240edd721e,080af047-634c-5a70-8a42-a7a196cc9cce,2025-08-21,cancelled,USD
3668d87a-6011-5902-8dbc-5a017b08bb22,SO-20250822-00072,b33caefb-e0d0-53cf-bfee-efb8c0f6f5a8,45c84ee9-d61c-56ff-858b-dd3a68c51c93,2025-08-22,completed,USD
fe65b97f-8df9-58ee-9fba-1af243d45c79,SO-20250822-00073,14f6fed9-a5d8-5823-b536-a8a8bba662bf,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-08-22,completed,USD
4bf4e6b5-c40f-58e0-b463-99144e7025e5,SO-20250822-00074,069ee107-ef39-5b56-8a25-9bd98963b8c1,e95eb441-8390-5f2a-8300-5c0129b7d7a2,2025-08-22,completed,USD
b369700d-a490-5789-b2c1-606dcda13da5,SO-20250822-00075,3923c549-808a-5dc6-8250-8df33e5e339d,e35ba822-27e1-5a54-9b0a-89a1cde4c322,2025-08-22,shipped,USD
aab3b844-3ad9-5149-be19-290810f59593,SO-20250823-00076,e366214c-6aa6-5aee-8dc2-20932cc4fea2,c99464d9-22c8-5917-b9c1-871ca488eabc,2025-08-23,cancelled,USD
e2a064e0-5053-5ffe-942a-a3adba0e9f56,SO-20250824-00077,f01eb0d3-1237-5eb2-9493-3a08abd1d822,f07cf853-c39a-5a4a-ba49-9c85935326bc,2025-08-24,completed,USD
f9c8f5a8-4c4e-5f40-8505-053a8c6b2d00,SO-20250824-00078,270a3d7f-e92d-57ce-ad4d-911a873f0506,118ee768-2257-5fc9-80c7-fc0361eca54b,2025-08-24,completed,USD
26e9264e-64d0-5cf4-817f-e7053ce852d8,SO-20250825-00079,a6f70166-edcc-569f-adb2-32e1010cdc1e,0122cfd5-2a20-5508-ad03-779342281d57,2025-08-25,completed,USD
20947a2c-1062-5b0a-80e5-1ca68768f937,SO-20250825-00080,7cd8f59a-b1f3-5d2e-8caf-bf094111530c,c99464d9-22c8-5917-b9c1-871ca488eabc,2025-08-25,completed,USD
b8fb8ccc-36de-5d37-a535-4d508d986fc4,SO-20250825-00081,7a7a6781-a43d-5a44-b8c3-ed9a9393e01d,49ea2856-023c-5ffd-b3bf-82960190c959,2025-08-25,completed,USD
2b3bcb60-6f22-5322-8806-d8e5e284f62b,SO-20250825-00082,9a47fbec-2eb1-5aa9-978a-b7ecfe7e3013,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-08-25,completed,USD
3ac743a8-4117-5187-b854-62c05ae3ecc3,SO-20250825-00083,82d3547e-402b-58f3-8568-daab678823eb,1db4a92b-a015-5bef-b875-c0931951c17a,2025-08-25,processing,USD
0d9d5e49-4b79-513a-8761-ef94a5936efc,SO-20250825-00084,e34220b6-615a-5201-8434-eddf14b32a02,86d3dca2-5152-5ad7-ae43-709e43ab3982,2025-08-25,processing,USD
96092c6b-0225-5a00-a4c8-185cffbc4c20,SO-20250825-00085,62bdc722-1c50-5dca-97ba-fb435dd7015a,5935a2ab-e820-55bf-a36c-ef0ae035c00e,2025-08-25,completed,USD
eb945b0b-7610-57e1-8bba-6bf226c8ffe6,SO-20250825-00086,69343164-0d9f-5c31-a832-2a81958753bf,720c7389-880e-5928-a765-7ad18e1dd3c3,2025-08-25,completed,USD
bf11c47e-2a6b-5cd7-b72c-1884c9ef5c35,SO-20250826-00087,aa8c63c8-d686-52ed-9d78-13d55844bf50,1a8cb147-1585-587f-932d-d9ea83a26048,2025-08-26,completed,USD
4ccc322f-5b01-537b-bfba-c466a64f676e,SO-20250826-00088,4b7ba232-e074-5665-806c-2804861df655,dc883f2f-eb02-53a1-90cb-467dbf6ff455,2025-08-26,completed,USD
dbc3a279-26ec-5e3c-b833-313f3b31812a,SO-20250826-00089,b33caefb-e0d0-53cf-bfee-efb8c0f6f5a8,3a4f62a5-f7a0-56c0-bb79-7d8de38aa58f,2025-08-26,shipped,USD
9c4283ec-f90f-599d-bbd6-bbc776bbe765,SO-20250827-00090,a76466ab-21e2-5a4b-adb9-b0697c29e49b,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-08-27,completed,USD
61883c76-46e3-5dc4-9d59-0576e15764f1,SO-20250827-00091,75614514-deb7-5fb4-bad4-a46fffb0f790,45c84ee9-d61c-56ff-858b-dd3a68c51c93,2025-08-27,processing,USD
5463d129-33a5-5e07-a02a-cbdda990c07b,SO-20250827-00092,c4156948-f677-5af4-a0de-d5141492c2fc,1a8cb147-1585-587f-932d-d9ea83a26048,2025-08-27,completed,USD
9be34c72-5972-50ab-a04b-cf48e0a1d708,SO-20250827-00093,e8dd6aa3-8bd7-58ac-8da3-1d1981dcb4d8,37859317-2dbb-5c62-97d3-49217bdf045c,2025-08-27,completed,USD
ebef3c99-3b47-5759-831a-2f51a5da2376,SO-20250827-00094,3d06ad06-e9ad-572c-a150-f2a59ab9e5a7,c99464d9-22c8-5917-b9c1-871ca488eabc,2025-08-27,completed,USD
72deda71-1409-5859-a4f3-ab560d751cf9,SO-20250828-00095,4b6bb816-82b5-57b3-bd02-982228d1149a,0122cfd5-2a20-5508-ad03-779342281d57,2025-08-28,processing,USD
25ee9c7c-7452-57a5-8911-74b8dc54d917,SO-20250828-00096,88e5084f-966c-54ad-ac34-25c62330bc2f,1e61b996-144a-5c9f-9271-3bcf378e3ae1,2025-08-28,completed,USD
be7933f5-aa4d-577e-86e0-f0ac0f3277cc,SO-20250828-00097,1976b3dd-ea06-5684-a4c4-396fd7a0acae,ea94a58b-c854-5627-b53a-80296dac8550,2025-08-28,completed,USD
c79b6578-664e-5491-951e-159e195150e0,SO-20250828-00098,911d2ac5-b705-55b1-b535-20defd046120,37859317-2dbb-5c62-97d3-49217bdf045c,2025-08-28,completed,USD
f69603f7-f627-52e2-8c9a-2050a6cf5ae7,SO-20250828-00099,0b2f3f22-e79e-5501-a57c-833467001154,008aa683-c142-586d-8cba-7423f86323a7,2025-08-28,cancelled,USD
8d518cee-eb36-5698-9d0d-e6e8d9617290,SO-20250829-00100,5534c501-8b7e-5366-b01c-0f6fb114cf12,c99464d9-22c8-5917-b9c1-871ca488eabc,2025-08-29,cancelled,USD
6bc35713-78e8-57f4-a1c7-d8773ae133a5,SO-20250829-00101,78e4723d-ded1-5a57-88c3-ec9efe2efc1e,29f89627-9934-5916-acef-ed156172909d,2025-08-29,completed,USD
0f7c05b9-4ec6-53f3-af0d-0808649f6b28,SO-20250829-00102,6c7e2291-c37b-5221-adf7-b99f74c62056,f07cf853-c39a-5a4a-ba49-9c85935326bc,2025-08-29,completed,USD
e03e1fb1-08f8-53b4-9884-c91f9cd472df,SO-20250829-00103,219adb0d-08f2-5951-a5c0-5fda355c7032,118ee768-2257-5fc9-80c7-fc0361eca54b,2025-08-29,completed,USD
f13e18d0-2fc9-53a8-8396-e7214e4b7691,SO-20250830-00104,1528185b-cf40-5ae0-bf34-08cf9ed4d3d3,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-08-30,completed,USD
ea6b56bc-5851-5cbc-9cd9-15f3c9e40b0d,SO-20250830-00105,226ca4b8-3720-5062-a88c-86445c07ea66,d1d43115-96f8-53a1-bad2-7d9446d8e118,2025-08-30,completed,USD
2af744c4-6fe3-5f4a-a8e7-7c18a1f9e221,SO-20250830-00106,e483cfea-9d2d-52b7-92b3-54c40b036175,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-30,completed,USD
998a26d1-1b90-5865-ac39-f240b69f9055,SO-20250831-00107,41ac330f-ba74-5e82-a265-9bd30e071559,d6c5842b-b70d-5897-8b57-947e5ff2f3a3,2025-08-31,completed,USD
0f9af9c7-38ac-5806-a4b9-9311aa4d21d6,SO-20250831-00108,165390f8-63ad-5d58-a264-328d0da126cd,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-08-31,shipped,USD
491530bd-1d3c-55e5-a9d1-5431747873c9,SO-20250831-00109,4b4ddf72-a9a0-5739-b72a-501b484a6f70,dc883f2f-eb02-53a1-90cb-467dbf6ff455,2025-08-31,completed,USD
93109f48-563d-550f-94d8-4a59db86e391,SO-20250901-00110,bf320b53-233b-52d0-9acb-443e2fd61e84,c99464d9-22c8-5917-b9c1-871ca488eabc,2025-09-01,completed,USD
05b8a3e8-c160-54f0-b13d-7eac1e9243fc,SO-20250901-00111,d9533595-0144-5a73-940a-e2b49fda4bcb,1a8cb147-1585-587f-932d-d9ea83a26048,2025-09-01,completed,USD
545c5897-43cd-5fbd-9ac6-62993049ec4f,SO-20250901-00112,dc28ddad-a1b2-5fb6-8f6b-159e35a70ab1,1a8cb147-1585-587f-932d-d9ea83a26048,2025-09-01,completed,USD
2e44d74f-8dd5-5e91-be99-5269a6b181f6,SO-20250901-00113,87eaed28-29f4-55cd-9771-91e40da15720,d01beb24-6f80-5c71-a71d-d3854411ab72,2025-09-01,completed,USD
5f7acccd-15bb-51a1-99f1-9fc5192b5ed3,SO-20250901-00114,8a7e172c-2406-570d-bb2c-f395c8b100cb,e3c6ee5c-58a8-51f8-af29-bd2c65cb59c7,2025-09-01,cancelled,USD
b1c725c3-7e23-5a1a-89c8-b51d0d1cc529,SO-20250901-00115,66f2f002-1fe4-5b41-bc51-cb7ea54fa270,e95eb441-8390-5f2a-8300-5c0129b7d7a2,2025-09-01,completed,USD
c6c32ea6-489b-52a6-b7d8-731fa6c595cb,SO-20250901-00116,b3398a43-50be-54d0-b982-9c62184be451,dc883f2f-eb02-53a1-90cb-467dbf6ff455,2025-09-01,completed,USD
55f03a6c-2015-5e15-9667-5faff14b0d05,SO-20250901-00117,d7d581f1-c2da-5bd4-84fa-32ad01cc255b,651eacb8-633a-519f-84a8-bdc47df160f3,2025-09-01,completed,USD
a91f0967-db75-5148-9f0f-b58663f61f1c,SO-20250902-00118,f01fb266-be0e-529e-8004-92cdf4cc9317,0122cfd5-2a20-5508-ad03-779342281d57,2025-09-02,completed,USD
8372625f-2fe0-5dd8-a0f3-cd758f23068d,SO-20250902-00119,dfb31383-dd0a-51d3-8936-ebd04fadd595,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-09-02,completed,USD
a44dd44d-b7b8-5907-befa-b2f2c10b7fd1,SO-20250902-00120,022518fc-c9ab-5ab7-89f9-7077b5801b6f,f07cf853-c39a-5a4a-ba49-9c85935326bc,2025-09-02,completed,USD
58112d41-7b2a-56bd-bb33-80c37b882aed,SO-20250902-00121,139d23d0-0ca8-556c-a57f-46e9850e725d,3a4f62a5-f7a0-56c0-bb79-7d8de38aa58f,2025-09-02,processing,USD
31f71970-fc49-5273-b7c0-ba6d2cd22a8b,SO-20250902-00122,1319795d-ef0b-5067-93ce-2bd5fa4fc6cf,e35ba822-27e1-5a54-9b0a-89a1cde4c322,2025-09-02,processing,USD
73e04a07-377e-5a6d-a64c-66948c512123,SO-20250902-00123,f0b39e46-c4d5-54bb-a075-5a9a7c87f516,29f89627-9934-5916-acef-ed156172909d,2025-09-02,completed,USD
cffd18a3-0012-5cb2-bb8f-7a58c401aa42,SO-20250902-00124,01e5eb13-be9c-50d0-90dd-28a9cce2c901,651eacb8-633a-519f-84a8-bdc47df160f3,2025-09-02,shipped,USD
c3467c20-4cbd-5156-9251-05942c3da061,SO-20250902-00125,492571cd-6c54-530b-8ecd-49c381ce4c96,1db4a92b-a015-5bef-b875-c0931951c17a,2025-09-02,completed,USD
bc77da61-ff8e-5ec5-93d0-687a90b9e95c,SO-20250903-00126,0723f889-4315-5df1-b33d-408167c715c2,f1511ed8-40f6-544e-a21d-9ab52d3f1a34,2025-09-03,completed,USD
1559e55e-8ba3-5b80-b08e-ee385116030a,SO-20250903-00127,fefa5234-83d9-575b-a0d1-d013bef7d309,c33f2117-7695-5b57-b98a-567287832ce1,2025-09-03,completed,USD
30714baa-bac3-5d97-b9ee-272650b16862,SO-20250903-00128,36b5bc99-770b-564c-9cc1-4822b00d0ba5,f7b726d6-d8b2-53bd-977c-4a572be5deb2,2025-09-03,cancelled,USD
6a01d2e1-5acf-524d-ba6b-aeb53a197dd7,SO-20250904-00129,30a44f7a-d5a3-5e4b-9a31-9eaf120064ca,45c84ee9-d61c-56ff-858b-dd3a68c51c93,2025-09-04,completed,USD
68b45f8c-327f-5d8c-8584-79649ad4af63,SO-20250904-00130,5b8abb09-4a9c-53c0-af7e-2b86d19dd652,008aa683-c142-586d-8cba-7423f86323a7,2025-09-04,completed,USD
57b84fba-e8c8-52ee-af54-76e286a69886,SO-20250904-00131,1055b7e8-8538-5966-86ca-9f9cce8f490b,b43c8f02-1dcb-5f9d-af05-30c6c2153bd3,2025-09-04,completed,USD
d061c8dd-0d99-5ed7-9fcd-f1271b10156a,SO-20250904-00132,87c644ab-4a08-59ae-8d46-46413cec7d15,f1511ed8-40f6-544e-a21d-9ab52d3f1a34,2025-09-04,shipped,USD
522362a9-5063-50f0-b46d-d38c85ce249d,SO-20250904-00133,822e8833-9e3e-5270-82dc-32821fc71b54,00b1eaa3-aff6-52f5-8539-ac4cb785322a,2025-09-04,shipped,USD
