product_id,supplier_id,supplier_sku,lead_time_days,preferred
d37c44df-541b-5bf4-b395-65b41bac88a8,58f6fef5-c4b2-5b93-93de-ec23c8297528,V-0017-2,10,False
d37c44df-541b-5bf4-b395-65b41bac88a8,73266743-ce35-589a-9243-e7c164c15a52,V-0017-3,18,False
88f79184-2cf9-5f72-8e4a-cedfa68d9d06,6939a2fc-dc0d-59ac-a65b-dde87ee5f658,V-0018-1,15,True
896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,73266743-ce35-589a-9243-e7c164c15a52,V-0019-1,7,True
896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,794cba2d-4951-51d0-887e-7f8001a0868f,V-0019-2,21,False
896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0019-3,3,False
5d79cff2-0e77-58a2-b1bf-c506ed3c98bd,34e0628a-5e1e-5d9f-b4bb-a7eb90ac7ed4,V-0020-1,8,True
1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,73266743-ce35-589a-9243-e7c164c15a52,V-0021-1,9,True
1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0021-2,5,False
d520aef1-b021-5cf0-a1d3-9e7e6d31aab7,45225ec9-4065-5144-bd1b-cf0a99a9b7a2,V-0022-1,3,True
d520aef1-b021-5cf0-a1d3-9e7e6d31aab7,794cba2d-4951-51d0-887e-7f8001a0868f,V-0022-2,16,False
db43f9b2-c956-5785-8950-8287c47db3ae,82a41729-5415-5557-acfe-42478facce23,V-0023-1,24,True
db43f9b2-c956-5785-8950-8287c47db3ae,e4256b91-7669-5525-813a-f68aa4b9fca8,V-0023-2,9,False
599db343-a607-5259-8af1-adde7b1a86ce,b8d82bf7-98df-55f2-90af-d6edaf467b55,V-0024-1,28,True
599db343-a607-5259-8af1-adde7b1a86ce,e4256b91-7669-5525-813a-f68aa4b9fca8,V-0024-2,8,False
3205bb8a-e766-5617-a3d4-78aaa9883bc8,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0025-1,25,True
3205bb8a-e766-5617-a3d4-78aaa9883bc8,e4256b91-7669-5525-813a-f68aa4b9fca8,V-0025-2,6,False
3205bb8a-e766-5617-a3d4-78aaa9883bc8,4e6fc8a7-85a2-5216-ac33-50b163a39310,V-0025-3,24,False
8a195dd5-491c-532c-9a61-886a24d451c0,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0026-1,23,True
8a195dd5-491c-532c-9a61-886a24d451c0,3795a592-055d-5f47-a6e0-6edcee0c8599,V-0026-2,3,False
fb4140fc-b3c1-5a6a-8613-9b068fdd2b39,6939a2fc-dc0d-59ac-a65b-dde87ee5f658,V-0027-1,5,True
31a97c6b-10cf-54c1-b463-f81683a437cc,ad0f30d8-bee4-5981-ae27-11aeb07094ef,V-0028-1,21,True
1dd457fd-1d71-5eb5-b684-6f07d43e876c,ad0f30d8-bee4-5981-ae27-11aeb07094ef,V-0029-1,11,True
1dd457fd-1d71-5eb5-b684-6f07d43e876c,11510168-ba93-550e-a816-c448d93c6b42,V-0029-2,8,False
eff08d1d-eb3b-559a-8ca9-60c7b365af52,e8ffe555-b824-5655-af15-c14ae693f22a,V-0030-1,11,True
eff08d1d-eb3b-559a-8ca9-60c7b365af52,82a41729-5415-5557-acfe-42478facce23,V-0030-2,25,False
eff08d1d-eb3b-559a-8ca9-60c7b365af52,34e0628a-5e1e-5d9f-b4bb-a7eb90ac7ed4,V-0030-3,14,False
d4214473-2bf7-5b77-bb1f-734e590c4014,d3229a68-408c-5e1f-a917-2c04eb1a70ae,V-0031-1,9,True
d4214473-2bf7-5b77-bb1f-734e590c4014,7ce4882b-897c-5a6f-8f9c-17504d3eb76a,V-0031-2,13,False
0f2c8ffe-5a45-5cfc-afbf-417553294a54,e7bbd5e6-3dcb-5a1c-93c2-a0d8f4df324a,V-0032-1,3,True
0f2c8ffe-5a45-5cfc-afbf-417553294a54,da9c2cc5-bcb7-5d93-a38c-15f706e3de54,V-0032-2,14,False
0f2c8ffe-5a45-5cfc-afbf-417553294a54,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0032-3,16,False
b4065918-1c4b-50b6-b69a-d859f24bfe23,99830bd4-f8b5-5368-920c-e2a39553b3fe,V-0033-1,17,True
b4065918-1c4b-50b6-b69a-d859f24bfe23,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0033-2,6,False
f65edfe2-43ae-59f6-b37a-f98344e1a998,45225ec9-4065-5144-bd1b-cf0a99a9b7a2,V-0034-1,25,True
591abda9-fd16-5958-b0e9-586f0dfa6e54,35943eb7-042f-5e1f-9d26-726878b3d3b0,V-0035-1,22,True
591abda9-fd16-5958-b0e9-586f0dfa6e54,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0035-2,20,False
9f7bfd37-85ae-5a17-9b9f-5dafe3ec68ee,7ca0e407-2370-5762-b9bd-0044d2878589,V-0036-1,5,True
9f7bfd37-85ae-5a17-9b9f-5dafe3ec68ee,99830bd4-f8b5-5368-920c-e2a39553b3fe,V-0036-2,14,False
9f7bfd37-85ae-5a17-9b9f-5dafe3ec68ee,73266743-ce35-589a-9243-e7c164c15a52,V-0036-3,7,False
43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0037-1,10,True
43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,da264dcc-c46a-5cad-afc9-dfabb6d7fb57,V-0037-2,4,False
cb09f248-037d-5a0d-9970-99cb102c05d8,58f6fef5-c4b2-5b93-93de-ec23c8297528,V-0038-1,19,True
db630ac7-839d-5331-93df-dc621d8357b6,b349f45f-c411-5d53-ad24-73a5d4a16b03,V-0039-1,9,True
8b12c834-e054-5502-85aa-99d1eb81eee0,1c126282-57bb-54c2-9b46-c5d44a6424ff,V-0040-1,24,True
12003734-bab7-5410-8c89-f9a8c4967dea,9d5ef604-b5ec-5a49-8a55-d0458e394151,V-0041-1,11,True
12003734-bab7-5410-8c89-f9a8c4967dea,b7cd63b2-d250-5417-92d0-d986281cbfc0,V-0041-2,26,False
2e263bcd-bacc-5f51-b35b-70d1674f4dc5,794cba2d-4951-51d0-887e-7f8001a0868f,V-0042-1,6,True
2e263bcd-bacc-5f51-b35b-70d1674f4dc5,dd3f4a4e-a6b3-5325-9321-7a90c1d4bf3a,V-0042-2,19,False
2e263bcd-bacc-5f51-b35b-70d1674f4dc5,3795a592-055d-5f47-a6e0-6edcee0c8599,V-0042-3,12,False
b4b5a0e3-641b-562e-8386-bff3564cf295,82a41729-5415-5557-acfe-42478facce23,V-0043-1,8,True
cd410e43-ec3c-524b-84c6-84482a7b1204,99830bd4-f8b5-5368-920c-e2a39553b3fe,V-0044-1,20,True
deaf9542-d65c-5f41-b22e-b1d033baea7a,1c126282-57bb-54c2-9b46-c5d44a6424ff,V-0045-1,20,True
201fb8e4-2c24-5483-b44d-4063694486b2,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0046-1,10,True
201fb8e4-2c24-5483-b44d-4063694486b2,35943eb7-042f-5e1f-9d26-726878b3d3b0,V-0046-2,15,False
13e04507-297b-56af-85d7-75b609d982a1,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0047-1,21,True
f350d57a-8885-50f1-b76a-29f7a8057a35,da45bf33-73cc-5151-ae56-0e5e3c0bd8b2,V-0048-1,22,True
f350d57a-8885-50f1-b76a-29f7a8057a35,45225ec9-4065-5144-bd1b-cf0a99a9b7a2,V-0048-2,7,False
f350d57a-8885-50f1-b76a-29f7a8057a35,7286375a-4ed3-50b8-b738-b3996c8a3bee,V-0048-3,27,False
b6edaedb-a02c-5fbc-b05c-2b5d8deb20c4,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0049-1,14,True
b6edaedb-a02c-5fbc-b05c-2b5d8deb20c4,ca848b39-d509-59f5-b229-c6dafe072a30,V-0049-2,7,False
b6edaedb-a02c-5fbc-b05c-2b5d8deb20c4,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0049-3,3,False
fd5d29e1-571f-589d-be31-aa00127c02aa,35943eb7-042f-5e1f-9d26-726878b3d3b0,V-0050-1,24,True
fd5d29e1-571f-589d-be31-aa00127c02aa,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0050-2,13,False
fd5d29e1-571f-589d-be31-aa00127c02aa,87e70a47-c3d7-5af4-bc7a-4d1d8d9e3911,V-0050-3,14,False
c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,c37dd0c8-2719-5826-b027-2a83950a5f4d,V-0051-1,6,True
c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,b7cd63b2-d250-5417-92d0-d986281cbfc0,V-0051-2,9,False
c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,9d5ef604-b5ec-5a49-8a55-d0458e394151,V-0051-3,25,False
d3739878-986b-5b5f-a096-4452493d6cbb,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0052-1,16,True
d3739878-986b-5b5f-a096-4452493d6cbb,1d56b323-34d1-5e3b-90c8-d1815913a897,V-0052-2,18,False
d3739878-986b-5b5f-a096-4452493d6cbb,8a74346a-194f-526b-8765-f2202fdb3c42,V-0052-3,14,False
91bd15e4-105e-5926-abe6-7ceaf8c07375,794cba2d-4951-51d0-887e-7f8001a0868f,V-0053-1,5,True
91bd15e4-105e-5926-abe6-7ceaf8c07375,6939a2fc-dc0d-59ac-a65b-dde87ee5f658,V-0053-2,9,False
b5386670-1687-5260-ad33-97e5d697c425,6ce4fdec-6977-5835-9d20-82849182b197,V-0054-1,23,True
b5386670-1687-5260-ad33-97e5d697c425,e4256b91-7669-5525-813a-f68aa4b9fca8,V-0054-2,18,False
b5386670-1687-5260-ad33-97e5d697c425,b8d82bf7-98df-55f2-90af-d6edaf467b55,V-0054-3,22,False
1ac8de35-b264-5704-978e-ce8dc08dd02d,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0055-1,18,True
1ac8de35-b264-5704-978e-ce8dc08dd02d,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0055-2,5,False
1ac8de35-b264-5704-978e-ce8dc08dd02d,2a95dcfe-d847-52c0-9a5d-a110801039cd,V-0055-3,4,False
d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,7ca0e407-2370-5762-b9bd-0044d2878589,V-0056-1,12,True
d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,da9c2cc5-bcb7-5d93-a38c-15f706e3de54,V-0056-2,23,False
d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,36dca310-70e2-57d2-a46e-2475011a2337,V-0056-3,26,False
8ac2c18a-5896-572a-9f44-f5d60109258d,da9c2cc5-bcb7-5d93-a38c-15f706e3de54,V-0057-1,21,True
e53c7da2-eb34-5499-8fd8-380dd673ea82,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0058-1,22,True
9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,e8ffe555-b824-5655-af15-c14ae693f22a,V-0059-1,9,True
9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,11510168-ba93-550e-a816-c448d93c6b42,V-0059-2,12,False
9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,1284ac8c-fae5-5c77-bc35-8f343b661acb,V-0059-3,5,False
aa67b9d9-b4e2-53f3-9447-ca933b53344f,99a38318-4361-5d0f-80c1-7c4d37006898,V-0060-1,15,True
aa67b9d9-b4e2-53f3-9447-ca933b53344f,45225ec9-4065-5144-bd1b-cf0a99a9b7a2,V-0060-2,12,False
aa67b9d9-b4e2-53f3-9447-ca933b53344f,87e70a47-c3d7-5af4-bc7a-4d1d8d9e3911,V-0060-3,3,False
d96da70b-0cb5-58c8-928a-aafb2d90b154,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0061-1,20,True
d96da70b-0cb5-58c8-928a-aafb2d90b154,2a95dcfe-d847-52c0-9a5d-a110801039cd,V-0061-2,28,False
8dfa6632-930f-5fdc-b7cd-8d5908a33d66,c3eb288f-aa48-5608-ae4d-27895afb7ce6,V-0062-1,20,True
8dfa6632-930f-5fdc-b7cd-8d5908a33d66,9d5ef604-b5ec-5a49-8a55-d0458e394151,V-0062-2,3,False
8dfa6632-930f-5fdc-b7cd-8d5908a33d66,e8ffe555-b824-5655-af15-c14ae693f22a,V-0062-3,3,False
0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,ad0f30d8-bee4-5981-ae27-11aeb07094ef,V-0063-1,6,True
0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,8bd0bcf2-c619-58f3-953f-4c7f17c42ee6,V-0063-2,28,False
0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,da45bf33-73cc-5151-ae56-0e5e3c0bd8b2,V-0063-3,5,False
1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,c651b0db-a413-5179-8b03-13c8a6ae4a19,V-0064-1,20,True
1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,e8ffe555-b824-5655-af15-c14ae693f22a,V-0064-2,24,False
75679cf6-5497-5e69-b773-db773bc6a245,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0065-1,14,True
75679cf6-5497-5e69-b773-db773bc6a245,da45bf33-73cc-5151-ae56-0e5e3c0bd8b2,V-0065-2,7,False
75679cf6-5497-5e69-b773-db773bc6a245,51a809cd-6bb7-5e76-9cc6-bbece8979acf,V-0065-3,21,False
af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,58f6fef5-c4b2-5b93-93de-ec23c8297528,V-0066-1,21,True
af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,87e70a47-c3d7-5af4-bc7a-4d1d8d9e3911,V-0066-2,21,False
cdea42fb-ee49-5a22-a213-56a8f9fcb148,35943eb7-042f-5e1f-9d26-726878b3d3b0,V-0067-1,27,True
cdea42fb-ee49-5a22-a213-56a8f9fcb148,9d5ef604-b5ec-5a49-8a55-d0458e394151,V-0067-2,28,False
cdea42fb-ee49-5a22-a213-56a8f9fcb148,99830bd4-f8b5-5368-920c-e2a39553b3fe,V-0067-3,28,False
34baeb4c-81dc-5b29-bc76-0b8fd47cdbed,ad0f30d8-bee4-5981-ae27-11aeb07094ef,V-0068-1,26,True
34baeb4c-81dc-5b29-bc76-0b8fd47cdbed,c37dd0c8-2719-5826-b027-2a83950a5f4d,V-0068-2,16,False
c0bff87f-f764-5151-8aec-dda48ea91847,82a41729-5415-5557-acfe-42478facce23,V-0069-1,7,True
228ccd2f-642c-5fdf-abf0-129af98a3568,c3eb288f-aa48-5608-ae4d-27895afb7ce6,V-0070-1,7,True
228ccd2f-642c-5fdf-abf0-129af98a3568,d3229a68-408c-5e1f-a917-2c04eb1a70ae,V-0070-2,26,False
228ccd2f-642c-5fdf-abf0-129af98a3568,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0070-3,3,False
5d462a8e-32e0-59ad-ae5c-9d66eda72663,87e70a47-c3d7-5af4-bc7a-4d1d8d9e3911,V-0071-1,27,True
851c23cd-3716-5170-b9ac-0c25ddc7c95c,99a38318-4361-5d0f-80c1-7c4d37006898,V-0072-1,26,True
851c23cd-3716-5170-b9ac-0c25ddc7c95c,7ce4882b-897c-5a6f-8f9c-17504d3eb76a,V-0072-2,3,False
f9fe7a6c-9a44-59e2-a4cc-fef69cc2e48e,c37dd0c8-2719-5826-b027-2a83950a5f4d,V-0073-1,28,True
f9fe7a6c-9a44-59e2-a4cc-fef69cc2e48e,d3229a68-408c-5e1f-a917-2c04eb1a70ae,V-0073-2,9,False
613ff8f3-9a2b-5f66-8d3e-3e05d5391002,da9c2cc5-bcb7-5d93-a38c-15f706e3de54,V-0074-1,28,True
613ff8f3-9a2b-5f66-8d3e-3e05d5391002,3795a592-055d-5f47-a6e0-6edcee0c8599,V-0074-2,17,False
f218ba8f-81cf-5efd-ad55-5f4ef76110c2,b8d82bf7-98df-55f2-90af-d6edaf467b55,V-0075-1,25,True
f218ba8f-81cf-5efd-ad55-5f4ef76110c2,58f6fef5-c4b2-5b93-93de-ec23c8297528,V-0075-2,23,False
a042ed60-9218-5159-876b-6c4dd0e5f934,34e0628a-5e1e-5d9f-b4bb-a7eb90ac7ed4,V-0076-1,23,True
a042ed60-9218-5159-876b-6c4dd0e5f934,a8f14773-125c-5ba4-9191-cd8ebe6c52e6,V-0076-2,11,False
952e981c-e5c2-53da-984a-78dc5e3b1ad4,7ce4882b-897c-5a6f-8f9c-17504d3eb76a,V-0077-1,27,True
952e981c-e5c2-53da-984a-78dc5e3b1ad4,2791a9f4-3fb5-5d97-a5ab-cc34241b0083,V-0077-2,5,False
d68351a2-cf36-5984-a091-28a9f5b6bb7e,794cba2d-4951-51d0-887e-7f8001a0868f,V-0078-1,8,True
d68351a2-cf36-5984-a091-28a9f5b6bb7e,c3eb288f-aa48-5608-ae4d-27895afb7ce6,V-0078-2,4,False
e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,ca848b39-d509-59f5-b229-c6dafe072a30,V-0079-1,19,True
e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,e8ffe555-b824-5655-af15-c14ae693f22a,V-0079-2,5,False
e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,2a95dcfe-d847-52c0-9a5d-a110801039cd,V-0079-3,8,False
3d307d78-b10f-5539-a951-7bcc9fd17161,c37dd0c8-2719-5826-b027-2a83950a5f4d,V-0080-1,23,True
3d307d78-b10f-5539-a951-7bcc9fd17161,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0080-2,11,False
3d307d78-b10f-5539-a951-7bcc9fd17161,dd3f4a4e-a6b3-5325-9321-7a90c1d4bf3a,V-0080-3,24,False
45669348-c1a3-5956-bbf2-d29bd438fbdc,b7cd63b2-d250-5417-92d0-d986281cbfc0,V-0081-1,6,True
673811d5-2f11-5108-8b80-c9dd0dc2adda,ad0f30d8-bee4-5981-ae27-11aeb07094ef,V-0082-1,18,True
673811d5-2f11-5108-8b80-c9dd0dc2adda,1284ac8c-fae5-5c77-bc35-8f343b661acb,V-0082-2,22,False
673811d5-2f11-5108-8b80-c9dd0dc2adda,b8d82bf7-98df-55f2-90af-d6edaf467b55,V-0082-3,27,False
e3b2c918-6a66-5db3-87f9-e5c71515f2ab,e4256b91-7669-5525-813a-f68aa4b9fca8,V-0083-1,11,True
e3b2c918-6a66-5db3-87f9-e5c71515f2ab,87d750bd-18bb-5ebf-80ad-e7ebdc6a8fc1,V-0083-2,3,False
e3b2c918-6a66-5db3-87f9-e5c71515f2ab,b7cd63b2-d250-5417-92d0-d986281cbfc0,V-0083-3,27,False
241d3cd0-ef2c-56b8-bb75-b039a61b370a,e50776ae-986d-5b5d-ad63-398505fcd71a,V-0084-1,13,True
241d3cd0-ef2c-56b8-bb75-b039a61b370a,6ce4fdec-6977-5835-9d20-82849182b197,V-0084-2,7,False
241d3cd0-ef2c-56b8-bb75-b039a61b370a,dd3f4a4e-a6b3-5325-9321-7a90c1d4bf3a,V-0084-3,26,False
e69a7c0b-6875-5a37-a379-abbc430fb47b,2791a9f4-3fb5-5d97-a5ab-cc34241b0083,V-0085-1,11,True
7169fcc7-7527-510c-b88d-bdcd257ce105,9d5ef604-b5ec-5a49-8a55-d0458e394151,V-0086-1,26,True
7169fcc7-7527-510c-b88d-bdcd257ce105,8d55441e-176f-53dc-bb6f-2735e2993f37,V-0086-2,20,False
7169fcc7-7527-510c-b88d-bdcd257ce105,99a38318-4361-5d0f-80c1-7c4d37006898,V-0086-3,13,False
de536700-41fe-55c3-beb9-bfb9849c872b,da9c2cc5-bcb7-5d93-a38c-15f706e3de54,V-0087-1,20,True
de536700-41fe-55c3-beb9-bfb9849c872b,82a41729-5415-5557-acfe-42478facce23,V-0087-2,19,False
de536700-41fe-55c3-beb9-bfb9849c872b,58f6fef5-c4b2-5b93-93de-ec23c8297528,V-0087-3,7,False
8d892cdc-d358-5f2b-a85b-cbecc7e0a664,6939a2fc-dc0d-59ac-a65b-dde87ee5f658,V-0088-1,23,True
8d892cdc-d358-5f2b-a85b-cbecc7e0a664,d3229a68-408c-5e1f-a917-2c04eb1a70ae,V-0088-2,25,False
8d892cdc-d358-5f2b-a85b-cbecc7e0a664,8d55441e-176f-53dc-bb6f-2735e2993f37,V-0088-3,23,False
1dd10a82-5cdc-539f-af3f-d3f255171973,d3229a68-408c-5e1f-a917-2c04eb1a70ae,V-0089-1,25,True
9e165d6f-802f-5694-a25a-20885ba2aa7f,2791a9f4-3fb5-5d97-a5ab-cc34241b0083,V-0090-1,16,True
bab29423-27f9-5732-bd8b-a403c95b1a96,82a41729-5415-5557-acfe-42478facce23,V-0091-1,24,True
bab29423-27f9-5732-bd8b-a403c95b1a96,1c126282-57bb-54c2-9b46-c5d44a6424ff,V-0091-2,12,False
13ea52a1-6b55-57c7-b84e-acf7fb92f106,d2261a45-fc0e-534d-b1da-185cfb85336f,V-0092-1,5,True
13ea52a1-6b55-57c7-b84e-acf7fb92f106,99a38318-4361-5d0f-80c1-7c4d37006898,V-0092-2,10,False
559ab41c-d860-5ab1-aaa1-483577af7b67,ca848b39-d509-59f5-b229-c6dafe072a30,V-0093-1,28,True
559ab41c-d860-5ab1-aaa1-483577af7b67,2a95dcfe-d847-52c0-9a5d-a110801039cd,V-0093-2,11,False
ac03c1f7-3948-530e-8de5-80756984ab20,3795a592-055d-5f47-a6e0-6edcee0c8599,V-0094-1,19,True
ac03c1f7-3948-530e-8de5-80756984ab20,8bd0bcf2-c619-58f3-953f-4c7f17c42ee6,V-0094-2,28,False
01351cb5-bcf4-52ee-88a1-c6442df67004,51a809cd-6bb7-5e76-9cc6-bbece8979acf,V-0095-1,18,True
01351cb5-bcf4-52ee-88a1-c6442df67004,8d55441e-176f-53dc-bb6f-2735e2993f37,V-0095-2,14,False
01351cb5-bcf4-52ee-88a1-c6442df67004,1284ac8c-fae5-5c77-bc35-8f343b661acb,V-0095-3,10,False
8d6058a9-d9fb-546e-b841-e6b4a0978311,36dca310-70e2-57d2-a46e-2475011a2337,V-0096-1,11,True
8d6058a9-d9fb-546e-b841-e6b4a0978311,11510168-ba93-550e-a816-c448d93c6b42,V-0096-2,10,False
617fd070-2fb8-5ff6-8eaa-308844dc97ac,8bd0bcf2-c619-58f3-953f-4c7f17c42ee6,V-0097-1,27,True
508dfc85-5bf2-5709-b1e3-06ff86d5acb8,34e0628a-5e1e-5d9f-b4bb-a7eb90ac7ed4,V-0098-1,8,True
508dfc85-5bf2-5709-b1e3-06ff86d5acb8,8bd0bcf2-c619-58f3-953f-4c7f17c42ee6,V-0098-2,23,False
80450a39-8a90-55da-adf7-0b6a1b84aeeb,82a41729-5415-5557-acfe-42478facce23,V-0099-1,4,True
dee51c26-0113-56c0-a9c6-edbcfc488df1,e8ffe555-b824-5655-af15-c14ae693f22a,V-0100-1,18,True
