id,sales_order_id,product_id,quantity,unit_price,discount_amount
2119462b-a0f5-5a37-a087-7bcf81aa79fd,0f53093f-1c1a-54ff-bdc4-baed2160cbfa,2f2113cc-589a-55b5-846a-78fddce3a3c9,12,688.27,0.00
38b236fb-7fbd-5cdd-b56c-2d38062f2409,0f53093f-1c1a-54ff-bdc4-baed2160cbfa,9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,9,688.27,0.00
c0408ac8-87e9-5083-8123-e2350c32c241,d43fb360-7033-5ab1-8a2e-5505cac4b7d8,5d79cff2-0e77-58a2-b1bf-c506ed3c98bd,12,822.40,0.00
e7ace679-2cd7-58a3-a861-88208695d942,d43fb360-7033-5ab1-8a2e-5505cac4b7d8,88f79184-2cf9-5f72-8e4a-cedfa68d9d06,5,475.83,0.00
fa58b7b6-c360-5a49-8ccf-edd59b7e4ad3,d43fb360-7033-5ab1-8a2e-5505cac4b7d8,39cb20a1-5dca-5b11-90c4-3e96e441ed0c,4,447.96,0.00
c14d82a9-a9fa-53a0-a23a-8f4ee11b0dd9,c2747a68-2a11-55a7-8d46-a008d4725df6,d4214473-2bf7-5b77-bb1f-734e590c4014,3,1245.02,186.75
c27b2860-5e98-589c-8fcb-8d26b036f4bd,411528e3-1cbc-56d8-babe-41588197b7e6,45669348-c1a3-5956-bbf2-d29bd438fbdc,7,536.14,562.95
892b8d1d-9b36-50ad-b850-e6727a0cc479,411528e3-1cbc-56d8-babe-41588197b7e6,241d3cd0-ef2c-56b8-bb75-b039a61b370a,8,378.32,302.66
5166f9b4-b0be-5841-a69c-0344c6f371c3,411528e3-1cbc-56d8-babe-41588197b7e6,1ac8de35-b264-5704-978e-ce8dc08dd02d,2,452.98,0.00
f073539c-f5bb-53e1-b5b5-45c7bef9dfb6,facd015b-577a-5fb9-8c81-6c047a55a60f,617fd070-2fb8-5ff6-8eaa-308844dc97ac,9,1871.53,2526.57
c1f22431-b2b9-5c52-ba42-b3ab1be9434e,facd015b-577a-5fb9-8c81-6c047a55a60f,34baeb4c-81dc-5b29-bc76-0b8fd47cdbed,8,262.62,0.00
431e398d-10f6-53aa-924b-3d25e6292ead,f54ac4da-c527-5ebb-98d4-a8347fe7d31e,559ab41c-d860-5ab1-aaa1-483577af7b67,4,305.73,61.15
6d64c372-6a87-5e21-a3c3-5dc64021becf,0ec37c07-5e83-51d7-8d2c-cb86794957ed,3205bb8a-e766-5617-a3d4-78aaa9883bc8,1,1355.84,135.58
446a23dd-3d9f-5b28-80bf-03eb8cb4406f,4b93bc4c-1342-579b-b857-3e84676d9a11,af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,6,1539.94,923.96
3fb5d0cb-bcd2-57fc-9d8b-68d910868ed0,4b93bc4c-1342-579b-b857-3e84676d9a11,f65edfe2-43ae-59f6-b37a-f98344e1a998,6,1061.75,637.05
d90dbc9e-8027-5707-90db-1989d63aebcd,4b93bc4c-1342-579b-b857-3e84676d9a11,bab29423-27f9-5732-bd8b-a403c95b1a96,6,947.18,0.00
e06b62bb-603f-52fb-a549-d3029399ffaa,4b93bc4c-1342-579b-b857-3e84676d9a11,1ac8de35-b264-5704-978e-ce8dc08dd02d,10,452.98,226.49
8564d6f6-b562-50db-9605-a03b4bb35bb9,4b93bc4c-1342-579b-b857-3e84676d9a11,13ea52a1-6b55-57c7-b84e-acf7fb92f106,5,368.84,276.63
eb90b053-b7ae-5920-9a2a-383a9edd111a,033d3c9e-b880-5cb9-b7ca-abe7958e5bd6,31a97c6b-10cf-54c1-b463-f81683a437cc,11,1252.58,688.92
c91ce0e8-6962-53b3-817b-5607c190be03,033d3c9e-b880-5cb9-b7ca-abe7958e5bd6,1760c2e4-563f-5bac-abcd-baf5317434c8,12,1665.26,2997.47
7954ba57-eba4-5651-be82-fb0979b07488,76d7da21-a33b-54da-8f9c-6ffe8b0ff87a,d68351a2-cf36-5984-a091-28a9f5b6bb7e,10,1017.79,1017.79
c1f30b6c-aed1-5095-b0f2-a1f71d7d3f2a,2276dde0-2b54-5bdd-b8d6-812f31a9c918,80450a39-8a90-55da-adf7-0b6a1b84aeeb,8,1385.41,1662.49
51f1a69c-7baa-58bb-9b3e-64326f60db56,2276dde0-2b54-5bdd-b8d6-812f31a9c918,c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,12,1198.11,2156.60
caa1d0e7-e4f4-5c4a-8241-6c23a1c6618e,2276dde0-2b54-5bdd-b8d6-812f31a9c918,f350d57a-8885-50f1-b76a-29f7a8057a35,1,1251.43,62.57
5b5ceb2c-3de0-535e-a5bd-bf74dce7b2dd,37b99369-7955-5f5b-b7f2-c06883adf57e,43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,12,1159.60,1391.52
54d4a754-1cb5-58d6-bf16-548f2c51204f,37b99369-7955-5f5b-b7f2-c06883adf57e,228ccd2f-642c-5fdf-abf0-129af98a3568,4,148.91,59.56
2f0e9526-b4f7-51ac-9dba-de73df04bb2b,37b99369-7955-5f5b-b7f2-c06883adf57e,eff08d1d-eb3b-559a-8ca9-60c7b365af52,9,1515.93,1364.34
eec2cd4e-2a4e-5095-a556-e3de6bd1628b,37b99369-7955-5f5b-b7f2-c06883adf57e,9e165d6f-802f-5694-a25a-20885ba2aa7f,5,433.03,0.00
f4541db8-8b1d-500c-b81a-38c620d7b35f,f524e97e-93ab-57fd-9348-f744dfa07b47,fb4140fc-b3c1-5a6a-8613-9b068fdd2b39,3,931.77,0.00
1d00fad2-43a9-557e-b7da-bd8f68d02e4f,f524e97e-93ab-57fd-9348-f744dfa07b47,45669348-c1a3-5956-bbf2-d29bd438fbdc,5,536.14,0.00
9199a864-e124-5a13-903b-c4528c2e4bd6,29a34a65-19d3-5eac-8d69-a20643c55de0,43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,10,1159.60,1159.60
f64241e2-a81b-5100-a9b0-447f5dd80cbc,29a34a65-19d3-5eac-8d69-a20643c55de0,31a97c6b-10cf-54c1-b463-f81683a437cc,12,1252.58,1503.10
ce56790b-a002-5d3b-b311-f940718848a6,29a34a65-19d3-5eac-8d69-a20643c55de0,8b12c834-e054-5502-85aa-99d1eb81eee0,1,1393.76,69.69
621bf2da-a21e-59bd-a8c1-4d61e4687c81,29a34a65-19d3-5eac-8d69-a20643c55de0,e691a6a3-7dd7-5d95-b97e-997e3af77227,3,551.10,82.66
0857e3dd-1598-5f50-9c76-2e47d19ce8d6,4a25cfd6-35e8-5b47-ac05-a6bd62de33d5,88f79184-2cf9-5f72-8e4a-cedfa68d9d06,9,475.83,0.00
aaa644c1-b5f5-5a0f-8772-50bd123bc642,8af93781-20cc-59e4-97d5-eb33077e0900,3d307d78-b10f-5539-a951-7bcc9fd17161,8,1342.24,0.00
daf4697d-76fe-552d-95ec-0763449eca85,8af93781-20cc-59e4-97d5-eb33077e0900,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,12,290.47,0.00
3abc65bf-d565-590f-a912-b31ffb543c38,8af93781-20cc-59e4-97d5-eb33077e0900,dee51c26-0113-56c0-a9c6-edbcfc488df1,7,83.53,0.00
14ddf6b8-970b-5a47-87e6-44235888494d,48ab66ba-14bd-57df-a1a2-8c981dbf55c0,4dbc0e6b-ab10-5b67-a928-f87e1ed2bb9a,1,233.65,23.36
9b790643-d302-538a-8eb0-fb9c68914321,c917e900-9271-584c-bc7d-95f11f94de17,c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,11,1198.11,0.00
be007070-9344-5993-8db6-f258d1fa2e71,c917e900-9271-584c-bc7d-95f11f94de17,0caef625-914f-5fea-8e59-19b212bfbd46,9,1252.51,1690.89
f2e53002-0251-58ec-b099-0025903b402f,c917e900-9271-584c-bc7d-95f11f94de17,8a195dd5-491c-532c-9a61-886a24d451c0,3,1141.76,0.00
4d090818-a357-5b6d-93bb-4331c5ee031c,c917e900-9271-584c-bc7d-95f11f94de17,0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,3,1139.13,512.61
48a9f7cd-d039-52a0-9106-bf5b08bdfa08,23782f0c-17e2-5d1d-9046-b770e1818e1e,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,2,290.47,0.00
c13bde6d-ade5-5a3b-b808-22cc6f8efb32,23782f0c-17e2-5d1d-9046-b770e1818e1e,9e165d6f-802f-5694-a25a-20885ba2aa7f,5,433.03,0.00
4b16fb68-efe3-5471-ab28-5cacb9bd7358,23782f0c-17e2-5d1d-9046-b770e1818e1e,de536700-41fe-55c3-beb9-bfb9849c872b,2,1685.26,0.00
d47887cb-9816-5a75-8de2-23a2de72aff3,f72b6248-aa9d-507c-9921-bc02429bc0b2,8ac2c18a-5896-572a-9f44-f5d60109258d,1,270.85,0.00
e5ee5e15-628d-54c3-a06a-de687b2dc086,f72b6248-aa9d-507c-9921-bc02429bc0b2,31a97c6b-10cf-54c1-b463-f81683a437cc,3,1252.58,563.66
6d037fc3-290a-5740-8150-4ac6cc57820c,f72b6248-aa9d-507c-9921-bc02429bc0b2,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,2,1950.05,0.00
228cb958-0b86-5614-8f4a-12e4c160ed9b,f72b6248-aa9d-507c-9921-bc02429bc0b2,80450a39-8a90-55da-adf7-0b6a1b84aeeb,9,1385.41,1246.87
c1b4789c-b7ea-50fc-a234-a6a4546d4fc7,f72b6248-aa9d-507c-9921-bc02429bc0b2,3d307d78-b10f-5539-a951-7bcc9fd17161,2,1342.24,268.45
697ae7d1-1b81-51ac-a241-59ed832d13ab,2c1397fa-e7af-53e6-a8b9-1cc006b6f82f,9b6b9203-f582-59b6-b64c-309881607c86,1,876.23,131.43
1b7e4d06-0f1a-5cff-8870-414c37a36aad,2c1397fa-e7af-53e6-a8b9-1cc006b6f82f,7169fcc7-7527-510c-b88d-bdcd257ce105,8,1025.31,0.00
0e1f4792-7c7b-55d7-a996-310f2a40bd58,2c1397fa-e7af-53e6-a8b9-1cc006b6f82f,b6464168-fc86-5543-9805-0861ea9c66cc,2,1065.14,213.03
a705784c-0a41-569c-a6fa-a0d84eeb0eb1,2c1397fa-e7af-53e6-a8b9-1cc006b6f82f,91bd15e4-105e-5926-abe6-7ceaf8c07375,12,393.96,0.00
0b4f6d57-2269-596e-9ab0-f904c7d2c544,795e01a0-2435-53b2-a54e-2cb9afc226ec,6469a098-75a3-5b3b-839a-ad075a8e67ad,2,728.47,145.69
ce5219ee-3ad8-58c5-8620-7fa0ee0acad4,8c883a44-74ba-5605-b6fd-fdedee79f93c,1dd457fd-1d71-5eb5-b684-6f07d43e876c,5,897.97,448.98
18e196ff-8678-5594-95df-5ca042fd1c6f,8c883a44-74ba-5605-b6fd-fdedee79f93c,0137b3c3-db39-5e56-abf7-8ae43bc349ad,7,1129.31,0.00
7db0e455-9f10-5498-ae6a-61fc47dc37af,8c883a44-74ba-5605-b6fd-fdedee79f93c,d3739878-986b-5b5f-a096-4452493d6cbb,2,869.60,86.96
9d2f24a1-c62f-585b-afaa-ecd15f08de93,24493de8-fb78-5efa-968d-01b5f8237843,ac03c1f7-3948-530e-8de5-80756984ab20,6,564.84,0.00
503b7215-9aa6-587e-97fe-d5bc7fd7375f,24493de8-fb78-5efa-968d-01b5f8237843,b4065918-1c4b-50b6-b69a-d859f24bfe23,5,1132.17,283.04
8a57c731-772b-5e6f-a4e4-01e75ede6f03,24493de8-fb78-5efa-968d-01b5f8237843,e3b2c918-6a66-5db3-87f9-e5c71515f2ab,5,1297.73,973.30
f145d858-1060-5108-8819-f97e1313f31b,24493de8-fb78-5efa-968d-01b5f8237843,559ab41c-d860-5ab1-aaa1-483577af7b67,6,305.73,0.00
cfed63ec-f74f-5de2-800d-53908e8bd568,24493de8-fb78-5efa-968d-01b5f8237843,db630ac7-839d-5331-93df-dc621d8357b6,2,582.16,0.00
5f35f149-56a1-5c40-bcc0-010cbce78ef7,5cc13774-28ae-5ee8-bcba-6f9558bc00c4,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,1,668.78,0.00
dfe071af-d729-51bd-9cd3-28d68f8f4212,5cc13774-28ae-5ee8-bcba-6f9558bc00c4,7169fcc7-7527-510c-b88d-bdcd257ce105,3,1025.31,153.80
d7e9f2ea-5cc0-54c8-a204-8103a73f2de5,b49188eb-3e15-54f3-b763-ced8d08a8e69,8dfa6632-930f-5fdc-b7cd-8d5908a33d66,3,271.74,81.52
334b24e7-a140-572b-8dd3-30988916052a,b49188eb-3e15-54f3-b763-ced8d08a8e69,af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,5,1539.94,769.97
85031577-0cb2-5565-8262-744a223f879e,b49188eb-3e15-54f3-b763-ced8d08a8e69,1fa2b768-1b9d-5b9c-befa-fac1ccb97563,4,771.34,462.80
52beded5-e2d4-5917-b346-47000950c6fc,b49188eb-3e15-54f3-b763-ced8d08a8e69,cdea42fb-ee49-5a22-a213-56a8f9fcb148,8,1597.00,0.00
b9850579-ffca-5e53-bd63-7a756b644d7c,b49188eb-3e15-54f3-b763-ced8d08a8e69,39cb20a1-5dca-5b11-90c4-3e96e441ed0c,5,447.96,0.00
c9e547a0-fc1e-5147-8968-c64d64c5d246,3327880e-9527-5262-88a9-5eb62c7ee982,43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,10,1159.60,0.00
ce3b3a56-e86e-5321-a895-759bcbc00b77,3327880e-9527-5262-88a9-5eb62c7ee982,d96da70b-0cb5-58c8-928a-aafb2d90b154,3,1827.60,0.00
e9ff2223-a489-5223-a57c-144358117809,3327880e-9527-5262-88a9-5eb62c7ee982,13ea52a1-6b55-57c7-b84e-acf7fb92f106,12,368.84,0.00
cb56f459-a48c-54ee-846b-34075d64b22f,b1ba2623-c224-54d4-9f7e-d3621645c0d8,1657c1e2-1668-5957-a5e5-822140c08707,10,1260.09,0.00
d08609d7-7dd4-5d0b-bc26-23d3ac5c0ff1,b1ba2623-c224-54d4-9f7e-d3621645c0d8,2f2113cc-589a-55b5-846a-78fddce3a3c9,5,688.27,516.20
e2d7917b-f498-548a-ba9c-0bda9a74f5de,b1ba2623-c224-54d4-9f7e-d3621645c0d8,1dd10a82-5cdc-539f-af3f-d3f255171973,12,107.50,64.50
177f03ce-7b7d-5762-b156-feab8a286db6,b0328090-67b6-5443-a2ac-7c2d35151cb6,1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,3,1126.26,506.82
ef1c2faa-5396-583d-a5b8-8c5d07269b6a,2c7762cf-b7cc-5a43-8761-12632994660e,db630ac7-839d-5331-93df-dc621d8357b6,10,582.16,0.00
d8579eb5-8638-5cc7-ae4b-9b09182c3c58,2c7762cf-b7cc-5a43-8761-12632994660e,559ab41c-d860-5ab1-aaa1-483577af7b67,9,305.73,137.58
fa4916c6-e2f7-572c-a0c8-ed20bb17977c,2c7762cf-b7cc-5a43-8761-12632994660e,1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,10,1126.26,563.13
46f98ca1-4fdc-5212-9ec7-1fc131563360,0ee06f0e-7d3c-56d8-9b90-905aec1f78d7,8ac2c18a-5896-572a-9f44-f5d60109258d,5,270.85,0.00
5b878f04-6311-5d96-9f60-d68a650db46b,0ee06f0e-7d3c-56d8-9b90-905aec1f78d7,673811d5-2f11-5108-8b80-c9dd0dc2adda,2,503.75,0.00
b5977f28-44da-5612-9ea6-1ebb76bd61bc,0ee06f0e-7d3c-56d8-9b90-905aec1f78d7,aa67b9d9-b4e2-53f3-9447-ca933b53344f,10,1163.44,1163.44
eac44f99-281f-5076-8cdf-4271226a1da5,0ee06f0e-7d3c-56d8-9b90-905aec1f78d7,0f2c8ffe-5a45-5cfc-afbf-417553294a54,9,237.59,106.92
d7bbb545-af93-5ac8-8771-ce9f96cbdff4,b2d05d73-125d-57b2-964e-04e99d3ab174,5d79cff2-0e77-58a2-b1bf-c506ed3c98bd,12,822.40,0.00
4263d465-ce56-5b8c-97c2-b0ba71f4b65f,b2d05d73-125d-57b2-964e-04e99d3ab174,3d307d78-b10f-5539-a951-7bcc9fd17161,10,1342.24,0.00
a3bd1349-9a94-51d0-9051-8908eaed4fae,c3049a67-df02-5aab-9904-7a324055ad80,5d462a8e-32e0-59ad-ae5c-9d66eda72663,5,326.98,0.00
93c64438-8aa5-5ae8-91ac-e58e9947c49e,4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,d37c44df-541b-5bf4-b395-65b41bac88a8,9,1334.93,1802.16
c7be001d-8167-504e-b90c-bce1c2c04abd,4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,2e263bcd-bacc-5f51-b35b-70d1674f4dc5,2,370.19,0.00
ae2d604f-3f6a-51db-8f41-27757f001c4e,4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,6,1139.13,341.74
fbd07b12-cf40-5eea-83c6-d5beae9a8a75,4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,673811d5-2f11-5108-8b80-c9dd0dc2adda,10,503.75,251.88
6d217811-3c24-5e14-96e4-8fb84c9fde59,4cbd2e29-a5cd-5c7c-81d9-176a46e57c0a,9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,11,688.27,0.00
9d73b506-e7da-5335-97a8-a1b015faee89,a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,8a195dd5-491c-532c-9a61-886a24d451c0,1,1141.76,114.18
1d00e113-377f-5c65-b4cd-01b98793aa23,a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,12003734-bab7-5410-8c89-f9a8c4967dea,2,1269.66,253.93
1dbffc1c-6f6f-5da1-ad57-4a7b4c726aed,a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,2e263bcd-bacc-5f51-b35b-70d1674f4dc5,2,370.19,111.06
e6525cbb-4742-5c47-993a-210434f8b7b6,a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,aa67b9d9-b4e2-53f3-9447-ca933b53344f,5,1163.44,0.00
9d74ad34-c50c-5061-997a-380e772c996d,a417ecd5-d1a4-556f-9c15-d5a8fa746bc6,f218ba8f-81cf-5efd-ad55-5f4ef76110c2,1,1484.37,0.00
4016a9b3-7b86-5da5-99c6-69465cd24e6a,756613d1-edf5-5f40-a30c-2d4eed0bd90f,d3739878-986b-5b5f-a096-4452493d6cbb,8,869.60,347.84
e2b053d4-d3b9-5bd1-8e54-ed2c2eadd850,548c4f18-b4a3-5270-9ee6-8550989e3585,9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,4,688.27,0.00
026277af-5eb5-59bd-ae37-efe2b15bd70a,122be80b-c1ba-52a9-a3b8-d3eb52768f19,80450a39-8a90-55da-adf7-0b6a1b84aeeb,9,1385.41,0.00
125e4f5e-96dd-52ac-8f9b-475ccdcf01b2,122be80b-c1ba-52a9-a3b8-d3eb52768f19,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,6,1950.05,585.02
2499251b-336a-5993-b177-1c6e1c1145dc,122be80b-c1ba-52a9-a3b8-d3eb52768f19,b6464168-fc86-5543-9805-0861ea9c66cc,8,1065.14,1278.17
67aa5774-7ad1-5b64-8f83-974e51eef8ae,634a1bb7-cc66-5a51-85bd-8302cdaa5a17,39cb20a1-5dca-5b11-90c4-3e96e441ed0c,6,447.96,0.00
71ade7fb-1ace-5e99-b015-1c3bd9ba9876,634a1bb7-cc66-5a51-85bd-8302cdaa5a17,bab29423-27f9-5732-bd8b-a403c95b1a96,2,947.18,189.44
1449361d-322d-578a-a3d2-31311ba24405,634a1bb7-cc66-5a51-85bd-8302cdaa5a17,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,10,668.78,0.00
d1513dd8-56e9-5bf6-8506-17a0ec25d5d7,25c97d57-ef59-5bb8-ac04-e2e0d08539ef,c0bff87f-f764-5151-8aec-dda48ea91847,1,437.68,43.77
fc0a042d-8b6a-5303-8822-e6664498dfc0,25c97d57-ef59-5bb8-ac04-e2e0d08539ef,673811d5-2f11-5108-8b80-c9dd0dc2adda,2,503.75,50.38
13d84a95-c45f-527d-b3c3-50f3616ca445,25c97d57-ef59-5bb8-ac04-e2e0d08539ef,617fd070-2fb8-5ff6-8eaa-308844dc97ac,8,1871.53,0.00
fc9a3dcb-72c7-575a-b1b0-e3527a9098b4,25c97d57-ef59-5bb8-ac04-e2e0d08539ef,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,4,668.78,0.00
58ad94eb-e9f8-5519-9367-b79bbc1c3ccc,25c97d57-ef59-5bb8-ac04-e2e0d08539ef,ac03c1f7-3948-530e-8de5-80756984ab20,3,564.84,84.73
f5e4aecb-ce0e-5738-81a4-e1069ec1b438,bcd20b45-28c5-5066-877a-892d34876f4d,952e981c-e5c2-53da-984a-78dc5e3b1ad4,5,130.99,0.00
92798435-f12e-5ae2-9105-a5e141e5d9a1,bcd20b45-28c5-5066-877a-892d34876f4d,f9fe7a6c-9a44-59e2-a4cc-fef69cc2e48e,4,684.00,0.00
752ec7f8-c83c-5aba-956c-d8664e2e9275,0baf2914-d64d-5b04-946b-f21640ff83e9,3d307d78-b10f-5539-a951-7bcc9fd17161,4,1342.24,0.00
9b5c7eff-c7f6-53a3-8a80-348ca6f82349,0baf2914-d64d-5b04-946b-f21640ff83e9,75679cf6-5497-5e69-b773-db773bc6a245,2,1441.14,144.11
02951e60-960c-5520-ac51-7482412f40af,0baf2914-d64d-5b04-946b-f21640ff83e9,b6464168-fc86-5543-9805-0861ea9c66cc,12,1065.14,1917.25
ff7e2b4b-feb2-5b5e-8a37-111ca5bfeb9b,0baf2914-d64d-5b04-946b-f21640ff83e9,3205bb8a-e766-5617-a3d4-78aaa9883bc8,1,1355.84,67.79
a579d6ad-d98a-5a79-9f0a-c937662d6788,0baf2914-d64d-5b04-946b-f21640ff83e9,896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,10,1691.47,0.00
0ec9e7a4-60b9-5eb5-8663-80948750a4b7,e228ac06-7ddc-5ed1-83f8-5b77f08c845c,aa67b9d9-b4e2-53f3-9447-ca933b53344f,9,1163.44,0.00
433193bc-c268-5656-a25e-534a96630582,e228ac06-7ddc-5ed1-83f8-5b77f08c845c,952e981c-e5c2-53da-984a-78dc5e3b1ad4,1,130.99,0.00
918c9444-f784-55cd-9d11-3c06ae2e2b4e,e228ac06-7ddc-5ed1-83f8-5b77f08c845c,deaf9542-d65c-5f41-b22e-b1d033baea7a,4,1236.17,494.47
ca8ed12d-d6b8-50bc-9ae8-92d60479e13e,e228ac06-7ddc-5ed1-83f8-5b77f08c845c,e3b2c918-6a66-5db3-87f9-e5c71515f2ab,11,1297.73,0.00
46e7fa97-be31-538a-b9b6-69be3c4e3554,e228ac06-7ddc-5ed1-83f8-5b77f08c845c,0137b3c3-db39-5e56-abf7-8ae43bc349ad,10,1129.31,1693.96
b0e5d3ec-4ce4-544c-9a09-681ac9ed0d8e,da5764d2-979c-5a4f-90d6-7157b7d27c04,d4214473-2bf7-5b77-bb1f-734e590c4014,7,1245.02,871.51
4bc8357b-1b4d-5c55-9712-baae49941d8b,da5764d2-979c-5a4f-90d6-7157b7d27c04,241d3cd0-ef2c-56b8-bb75-b039a61b370a,2,378.32,37.83
8a637c60-96d7-58d7-9df0-148ff94d2ec3,7827c302-1418-53e4-81ec-e1828b177ec1,deaf9542-d65c-5f41-b22e-b1d033baea7a,8,1236.17,988.94
572bcff2-a752-5694-969e-f36b6c20bb86,7827c302-1418-53e4-81ec-e1828b177ec1,b6464168-fc86-5543-9805-0861ea9c66cc,5,1065.14,266.28
